provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
LE,2020-03-31,24,20,4,0,0
LO,2020-03-31,107,106,1,0,0
LU,2020-03-31,18,18,0,0,0
M,2020-03-31,1128,1127,1,0,0
MA,2020-03-31,31,29,2,0,0
ME,2020-03-31,3,3,0,0,0
MU,2020-03-31,23,23,0,0,0
NA,2020-03-31,127,125,2,0,0
O,2020-03-31,42,42,0,0,0
OR,2020-03-31,43,43,0,0,0
P,2020-03-31,28,28,0,0,0
PM,2020-03-31,47,45,2,0,0
PO,2020-03-31,54,52,2,0,0
S,2020-03-31,33,33,0,0,0
SA,2020-03-31,78,78,0,0,0
SE,2020-03-31,50,48,2,0,0
SG,2020-03-31,48,47,1,0,0
SO,2020-03-31,26,25,1,0,0
SS,2020-03-31,55,51,0,0,4
T,2020-03-31,63,59,0,0,4
TE,2020-03-31,15,15,0,0,0
TF,2020-03-31,16,16,0,0,0
TO,2020-03-31,76,53,23,0,0
V,2020-03-31,74,69,4,0,1
VA,2020-03-31,110,110,0,0,0
VI,2020-03-31,38,37,0,1,0
Z,2020-03-31,84,84,0,0,0
ZA,2020-03-31,6,4,2,0,0
A,2020-04-01,67,63,4,0,0
AB,2020-04-01,59,44,15,0,0
AL,2020-04-01,13,13,0,0,0
AV,2020-04-01,46,46,0,0,0
B,2020-04-01,1054,1025,0,8,21
BA,2020-04-01,36,35,1,0,0
BI,2020-04-01,159,155,0,0,4
BU,2020-04-01,42,38,4,0,0
C,2020-04-01,122,121,0,1,0
CA,2020-04-01,26,26,0,0,0
CC,2020-04-01,56,52,4,0,0
CE,2020-04-01,2,2,0,0,0
CO,2020-04-01,46,46,0,0,0
CR,2020-04-01,118,88,29,1,0
CS,2020-04-01,29,29,0,0,0
CU,2020-04-01,42,20,22,0,0
GC,2020-04-01,7,7,0,0,0
GI,2020-04-01,107,103,0,0,4
GR,2020-04-01,64,62,2,0,0
GU,2020-04-01,40,34,6,0,0
H,2020-04-01,11,11,0,0,0
HU,2020-04-01,19,19,0,0,0
J,2020-04-01,52,50,2,0,0
L,2020-04-01,48,48,0,0,0
LE,2020-04-01,37,32,5,0,0
LO,2020-04-01,109,107,1,0,1
LU,2020-04-01,21,19,0,2,0
M,2020-04-01,1392,1391,1,0,0
MA,2020-04-01,51,50,1,0,0
ME,2020-04-01,5,5,0,0,0
MU,2020-04-01,23,19,4,0,0
NA,2020-04-01,197,195,2,0,0
O,2020-04-01,29,29,0,0,0
OR,2020-04-01,38,38,0,0,0
P,2020-04-01,27,26,1,0,0
PM,2020-04-01,83,81,2,0,0
PO,2020-04-01,65,64,1,0,0
S,2020-04-01,72,72,0,0,0
SA,2020-04-01,92,91,1,0,0
SE,2020-04-01,62,59,3,0,0
SG,2020-04-01,50,48,2,0,0
SO,2020-04-01,32,29,3,0,0
SS,2020-04-01,64,64,0,0,0
T,2020-04-01,58,57,0,0,1
TE,2020-04-01,22,22,0,0,0
TF,2020-04-01,51,50,0,0,1
TO,2020-04-01,86,62,24,0,0
V,2020-04-01,118,110,6,0,2
VA,2020-04-01,125,120,5,0,0
VI,2020-04-01,48,48,0,0,0
Z,2020-04-01,117,117,0,0,0
ZA,2020-04-01,24,21,3,0,0
A,2020-04-02,48,46,1,0,1
AB,2020-04-02,61,45,15,0,1
AL,2020-04-02,16,15,1,0,0
AV,2020-04-02,47,47,0,0,0
B,2020-04-02,859,838,0,2,19
BA,2020-04-02,23,22,1,0,0
BI,2020-04-02,149,147,0,0,2
BU,2020-04-02,46,45,1,0,0
C,2020-04-02,93,92,0,1,0
CA,2020-04-02,21,21,0,0,0
CC,2020-04-02,36,29,7,0,0
CE,2020-04-02,0,0,0,0,0
CO,2020-04-02,24,24,0,0,0
CR,2020-04-02,68,55,12,1,0
CS,2020-04-02,48,48,0,0,0
CU,2020-04-02,31,22,9,0,0
GC,2020-04-02,12,12,0,0,0
GI,2020-04-02,81,79,0,0,2
GR,2020-04-02,45,44,1,0,0
GU,2020-04-02,24,22,2,0,0
H,2020-04-02,8,8,0,0,0
HU,2020-04-02,12,12,0,0,0
J,2020-04-02,32,29,3,0,0
L,2020-04-02,47,47,0,0,0
LE,2020-04-02,45,45,0,0,0
LO,2020-04-02,103,103,0,0,0
LU,2020-04-02,14,14,0,0,0
M,2020-04-02,1043,1042,0,1,0
MA,2020-04-02,41,39,2,0,0
ME,2020-04-02,3,3,0,0,0
MU,2020-04-02,20,20,0,0,0
NA,2020-04-02,128,126,2,0,0
O,2020-04-02,53,53,0,0,0
OR,2020-04-02,117,117,0,0,0
P,2020-04-02,25,25,0,0,0
PM,2020-04-02,35,34,1,0,0
PO,2020-04-02,45,43,0,2,0
S,2020-04-02,53,52,1,0,0
SA,2020-04-02,54,52,2,0,0
SE,2020-04-02,34,34,0,0,0
SG,2020-04-02,39,37,2,0,0
SO,2020-04-02,29,27,2,0,0
SS,2020-04-02,51,50,0,0,1
T,2020-04-02,42,40,0,0,2
TE,2020-04-02,15,15,0,0,0
TF,2020-04-02,18,17,0,0,1
TO,2020-04-02,80,54,26,0,0
V,2020-04-02,98,90,4,0,4
VA,2020-04-02,164,163,1,0,0
VI,2020-04-02,43,43,0,0,0
Z,2020-04-02,101,101,0,0,0
ZA,2020-04-02,5,4,0,0,1
A,2020-04-03,57,57,0,0,0
AB,2020-04-03,30,20,10,0,0
AL,2020-04-03,11,11,0,0,0
AV,2020-04-03,28,27,1,0,0
B,2020-04-03,967,949,0,2,16
BA,2020-04-03,25,25,0,0,0
BI,2020-04-03,197,195,0,0,2
BU,2020-04-03,49,47,2,0,0
C,2020-04-03,88,88,0,0,0
CA,2020-04-03,20,20,0,0,0
CC,2020-04-03,41,40,1,0,0
CE,2020-04-03,1,1,0,0,0
CO,2020-04-03,20,20,0,0,0
CR,2020-04-03,85,69,16,0,0
CS,2020-04-03,28,27,1,0,0
CU,2020-04-03,27,12,15,0,0
GC,2020-04-03,7,7,0,0,0
GI,2020-04-03,124,120,0,0,4
GR,2020-04-03,24,20,4,0,0
GU,2020-04-03,30,23,7,0,0
H,2020-04-03,6,6,0,0,0
HU,2020-04-03,15,15,0,0,0
J,2020-04-03,22,21,1,0,0
L,2020-04-03,40,39,0,0,1
LE,2020-04-03,65,63,2,0,0
LO,2020-04-03,79,76,3,0,0
LU,2020-04-03,19,19,0,0,0
M,2020-04-03,959,958,0,1,0
MA,2020-04-03,37,37,0,0,0
ME,2020-04-03,3,3,0,0,0
MU,2020-04-03,16,14,2,0,0
NA,2020-04-03,128,126,2,0,0
O,2020-04-03,37,37,0,0,0
OR,2020-04-03,48,48,0,0,0
P,2020-04-03,24,24,0,0,0
PM,2020-04-03,45,43,2,0,0
PO,2020-04-03,54,54,0,0,0
S,2020-04-03,34,34,0,0,0
SA,2020-04-03,55,54,1,0,0
SE,2020-04-03,40,40,0,0,0
SG,2020-04-03,62,60,2,0,0
SO,2020-04-03,19,17,2,0,0
SS,2020-04-03,53,53,0,0,0
T,2020-04-03,90,89,0,1,0
TE,2020-04-03,16,16,0,0,0
TF,2020-04-03,10,10,0,0,0
TO,2020-04-03,69,53,16,0,0
V,2020-04-03,109,104,4,0,1
VA,2020-04-03,167,165,2,0,0
VI,2020-04-03,62,61,0,0,1
Z,2020-04-03,78,78,0,0,0
ZA,2020-04-03,37,35,2,0,0
A,2020-04-04,33,30,2,0,1
AB,2020-04-04,72,52,20,0,0
AL,2020-04-04,3,3,0,0,0
AV,2020-04-04,32,32,0,0,0
B,2020-04-04,798,786,0,2,10
BA,2020-04-04,19,18,1,0,0
BI,2020-04-04,139,138,0,0,1
BU,2020-04-04,35,32,3,0,0
C,2020-04-04,51,51,0,0,0
CA,2020-04-04,12,11,1,0,0
CC,2020-04-04,33,29,4,0,0
CE,2020-04-04,2,2,0,0,0
CO,2020-04-04,26,26,0,0,0
CR,2020-04-04,92,76,16,0,0
CS,2020-04-04,26,25,1,0,0
CU,2020-04-04,22,14,8,0,0
GC,2020-04-04,2,2,0,0,0
GI,2020-04-04,60,57,0,0,3
GR,2020-04-04,30,30,0,0,0
GU,2020-04-04,21,18,3,0,0
H,2020-04-04,10,10,0,0,0
HU,2020-04-04,15,15,0,0,0
J,2020-04-04,24,20,4,0,0
L,2020-04-04,39,39,0,0,0
LE,2020-04-04,63,58,5,0,0
LO,2020-04-04,56,54,2,0,0
LU,2020-04-04,4,4,0,0,0
M,2020-04-04,750,750,0,0,0
MA,2020-04-04,19,16,3,0,0
ME,2020-04-04,2,2,0,0,0
MU,2020-04-04,20,19,1,0,0
NA,2020-04-04,80,76,4,0,0
O,2020-04-04,45,45,0,0,0
OR,2020-04-04,40,40,0,0,0
P,2020-04-04,14,14,0,0,0
PM,2020-04-04,25,23,2,0,0
PO,2020-04-04,35,35,0,0,0
S,2020-04-04,63,63,0,0,0
SA,2020-04-04,55,54,1,0,0
SE,2020-04-04,55,53,2,0,0
SG,2020-04-04,43,41,2,0,0
SO,2020-04-04,22,20,2,0,0
SS,2020-04-04,41,40,0,0,1
T,2020-04-04,53,51,0,0,2
TE,2020-04-04,10,10,0,0,0
TF,2020-04-04,23,23,0,0,0
TO,2020-04-04,64,52,12,0,0
V,2020-04-04,74,67,2,0,5
VA,2020-04-04,235,235,0,0,0
VI,2020-04-04,23,22,0,1,0
Z,2020-04-04,70,70,0,0,0
ZA,2020-04-04,10,6,4,0,0
A,2020-04-05,27,23,3,0,1
AB,2020-04-05,48,34,14,0,0
AL,2020-04-05,4,4,0,0,0
AV,2020-04-05,27,27,0,0,0
B,2020-04-05,696,687,0,0,9
BA,2020-04-05,7,6,1,0,0
BI,2020-04-05,157,156,0,0,1
BU,2020-04-05,20,18,2,0,0
C,2020-04-05,80,79,0,1,0
CA,2020-04-05,11,11,0,0,0
CC,2020-04-05,24,19,4,1,0
CE,2020-04-05,2,2,0,0,0
CO,2020-04-05,20,20,0,0,0
CR,2020-04-05,132,109,21,1,1
CS,2020-04-05,24,24,0,0,0
CU,2020-04-05,30,18,11,0,1
GC,2020-04-05,2,2,0,0,0
GI,2020-04-05,62,62,0,0,0
GR,2020-04-05,25,25,0,0,0
GU,2020-04-05,20,19,1,0,0
H,2020-04-05,2,2,0,0,0
HU,2020-04-05,8,8,0,0,0
J,2020-04-05,37,35,2,0,0
L,2020-04-05,35,33,0,0,2
LE,2020-04-05,32,32,0,0,0
LO,2020-04-05,38,36,1,0,1
LU,2020-04-05,8,8,0,0,0
M,2020-04-05,669,669,0,0,0
MA,2020-04-05,25,22,3,0,0
ME,2020-04-05,0,0,0,0,0
MU,2020-04-05,12,11,1,0,0
NA,2020-04-05,86,86,0,0,0
O,2020-04-05,44,44,0,0,0
OR,2020-04-05,17,16,1,0,0
P,2020-04-05,19,19,0,0,0
PM,2020-04-05,29,27,2,0,0
PO,2020-04-05,24,24,0,0,0
S,2020-04-05,25,25,0,0,0
SA,2020-04-05,66,61,5,0,0
SE,2020-04-05,43,42,1,0,0
SG,2020-04-05,36,34,2,0,0
SO,2020-04-05,12,12,0,0,0
SS,2020-04-05,31,31,0,0,0
T,2020-04-05,36,34,0,0,2
TE,2020-04-05,16,16,0,0,0
TF,2020-04-05,12,12,0,0,0
TO,2020-04-05,63,44,19,0,0
V,2020-04-05,65,61,2,0,2
VA,2020-04-05,107,106,1,0,0
VI,2020-04-05,32,31,0,0,1
Z,2020-04-05,72,71,0,1,0
ZA,2020-04-05,13,9,4,0,0
A,2020-04-06,34,30,4,0,0
AB,2020-04-06,51,36,15,0,0
AL,2020-04-06,2,2,0,0,0
AV,2020-04-06,33,29,4,0,0
B,2020-04-06,647,616,0,1,30
BA,2020-04-06,10,9,1,0,0
BI,2020-04-06,183,181,0,1,1
BU,2020-04-06,44,41,3,0,0
C,2020-04-06,109,108,1,0,0
CA,2020-04-06,28,27,1,0,0
CC,2020-04-06,29,26,3,0,0
CE,2020-04-06,2,2,0,0,0
CO,2020-04-06,21,21,0,0,0
CR,2020-04-06,126,103,22,1,0
CS,2020-04-06,24,23,0,0,1
CU,2020-04-06,36,18,18,0,0
GC,2020-04-06,5,5,0,0,0
GI,2020-04-06,73,70,0,0,3
GR,2020-04-06,25,24,1,0,0
GU,2020-04-06,19,17,1,1,0
H,2020-04-06,5,5,0,0,0
HU,2020-04-06,19,19,0,0,0
J,2020-04-06,16,15,1,0,0
L,2020-04-06,45,44,0,0,1
LE,2020-04-06,55,52,3,0,0
LO,2020-04-06,42,42,0,0,0
LU,2020-04-06,6,6,0,0,0
M,2020-04-06,647,646,1,0,0
MA,2020-04-06,18,16,2,0,0
ME,2020-04-06,0,0,0,0,0
MU,2020-04-06,12,8,4,0,0
NA,2020-04-06,136,132,4,0,0
O,2020-04-06,44,44,0,0,0
OR,2020-04-06,35,35,0,0,0
P,2020-04-06,10,10,0,0,0
PM,2020-04-06,23,21,2,0,0
PO,2020-04-06,31,31,0,0,0
S,2020-04-06,28,27,1,0,0
SA,2020-04-06,44,39,5,0,0
SE,2020-04-06,31,31,0,0,0
SG,2020-04-06,40,38,2,0,0
SO,2020-04-06,27,27,0,0,0
SS,2020-04-06,81,78,0,1,2
T,2020-04-06,31,28,0,0,3
TE,2020-04-06,23,23,0,0,0
TF,2020-04-06,16,16,0,0,0
TO,2020-04-06,71,58,13,0,0
V,2020-04-06,93,84,7,0,2
VA,2020-04-06,193,190,3,0,0
VI,2020-04-06,27,27,0,0,0
Z,2020-04-06,83,83,0,0,0
ZA,2020-04-06,39,36,3,0,0
A,2020-04-07,23,21,2,0,0
AB,2020-04-07,28,21,7,0,0
AL,2020-04-07,5,5,0,0,0
AV,2020-04-07,16,11,5,0,0
B,2020-04-07,595,577,0,0,18
BA,2020-04-07,1,1,0,0,0
BI,2020-04-07,167,164,0,1,2
BU,2020-04-07,25,20,5,0,0
C,2020-04-07,76,73,0,3,0
CA,2020-04-07,23,22,1,0,0
CC,2020-04-07,28,27,1,0,0
CE,2020-04-07,0,0,0,0,0
CO,2020-04-07,16,15,1,0,0
CR,2020-04-07,59,41,18,0,0
CS,2020-04-07,35,34,0,0,1
CU,2020-04-07,20,11,9,0,0
GC,2020-04-07,4,4,0,0,0
GI,2020-04-07,78,69,0,0,9
GR,2020-04-07,40,38,2,0,0
GU,2020-04-07,21,18,3,0,0
H,2020-04-07,11,10,1,0,0
HU,2020-04-07,19,19,0,0,0
J,2020-04-07,18,18,0,0,0
L,2020-04-07,37,34,0,0,3
LE,2020-04-07,44,43,1,0,0
LO,2020-04-07,49,48,1,0,0
LU,2020-04-07,4,4,0,0,0
M,2020-04-07,767,766,0,1,0
MA,2020-04-07,25,25,0,0,0
ME,2020-04-07,2,2,0,0,0
MU,2020-04-07,4,3,1,0,0
NA,2020-04-07,85,84,1,0,0
O,2020-04-07,45,45,0,0,0
OR,2020-04-07,40,40,0,0,0
P,2020-04-07,9,7,2,0,0
PM,2020-04-07,19,18,1,0,0
PO,2020-04-07,27,26,0,1,0
S,2020-04-07,13,13,0,0,0
SA,2020-04-07,55,48,7,0,0
SE,2020-04-07,34,31,3,0,0
SG,2020-04-07,21,20,1,0,0
SO,2020-04-07,20,18,2,0,0
SS,2020-04-07,40,37,0,0,3
T,2020-04-07,33,32,0,0,1
TE,2020-04-07,13,13,0,0,0
TF,2020-04-07,13,12,0,0,1
TO,2020-04-07,78,59,19,0,0
V,2020-04-07,74,69,5,0,0
VA,2020-04-07,148,147,1,0,0
VI,2020-04-07,23,22,0,0,1
Z,2020-04-07,75,75,0,0,0
ZA,2020-04-07,17,13,4,0,0
A,2020-04-08,31,30,1,0,0
AB,2020-04-08,41,33,8,0,0
AL,2020-04-08,5,4,1,0,0
AV,2020-04-08,44,43,1,0,0
B,2020-04-08,817,807,0,1,9
BA,2020-04-08,8,5,3,0,0
BI,2020-04-08,167,164,0,0,3
BU,2020-04-08,47,44,3,0,0
C,2020-04-08,58,58,0,0,0
CA,2020-04-08,27,25,2,0,0
CC,2020-04-08,33,30,3,0,0
CE,2020-04-08,0,0,0,0,0
CO,2020-04-08,5,5,0,0,0
CR,2020-04-08,82,75,7,0,0
CS,2020-04-08,37,34,2,0,1
CU,2020-04-08,18,8,10,0,0
GC,2020-04-08,4,4,0,0,0
GI,2020-04-08,67,67,0,0,0
GR,2020-04-08,34,30,4,0,0
GU,2020-04-08,22,17,5,0,0
H,2020-04-08,4,4,0,0,0
HU,2020-04-08,10,10,0,0,0
J,2020-04-08,12,11,1,0,0
L,2020-04-08,35,33,0,1,1
LE,2020-04-08,34,34,0,0,0
LO,2020-04-08,47,37,10,0,0
LU,2020-04-08,9,9,0,0,0
M,2020-04-08,708,706,0,2,0
MA,2020-04-08,36,34,2,0,0
ME,2020-04-08,0,0,0,0,0
MU,2020-04-08,18,16,2,0,0
NA,2020-04-08,93,93,0,0,0
O,2020-04-08,48,48,0,0,0
OR,2020-04-08,35,35,0,0,0
P,2020-04-08,13,13,0,0,0
PM,2020-04-08,23,22,1,0,0
PO,2020-04-08,49,47,1,1,0
S,2020-04-08,27,27,0,0,0
SA,2020-04-08,34,30,4,0,0
SE,2020-04-08,24,23,1,0,0
SG,2020-04-08,62,60,2,0,0
SO,2020-04-08,15,15,0,0,0
SS,2020-04-08,32,30,0,0,2
T,2020-04-08,51,50,0,0,1
TE,2020-04-08,13,13,0,0,0
TF,2020-04-08,7,7,0,0,0
TO,2020-04-08,44,25,18,0,1
V,2020-04-08,69,61,5,0,3
VA,2020-04-08,125,124,1,0,0
VI,2020-04-08,25,24,0,1,0
Z,2020-04-08,85,85,0,0,0
ZA,2020-04-08,10,9,1,0,0
A,2020-04-09,34,24,7,0,3
AB,2020-04-09,59,40,19,0,0
AL,2020-04-09,5,3,2,0,0
AV,2020-04-09,20,17,3,0,0
B,2020-04-09,841,821,0,1,19
BA,2020-04-09,3,3,0,0,0
BI,2020-04-09,125,125,0,0,0
BU,2020-04-09,85,80,5,0,0
C,2020-04-09,77,74,3,0,0
CA,2020-04-09,7,7,0,0,0
CC,2020-04-09,19,16,3,0,0
CE,2020-04-09,2,2,0,0,0
CO,2020-04-09,4,4,0,0,0
CR,2020-04-09,36,23,11,2,0
CS,2020-04-09,29,28,0,0,1
CU,2020-04-09,21,15,6,0,0
GC,2020-04-09,5,5,0,0,0
GI,2020-04-09,67,64,0,0,3
GR,2020-04-09,17,16,1,0,0
GU,2020-04-09,11,10,1,0,0
H,2020-04-09,3,3,0,0,0
HU,2020-04-09,8,8,0,0,0
J,2020-04-09,9,8,1,0,0
L,2020-04-09,58,58,0,0,0
LE,2020-04-09,89,84,5,0,0
LO,2020-04-09,47,40,5,0,2
LU,2020-04-09,24,24,0,0,0
M,2020-04-09,653,653,0,0,0
MA,2020-04-09,25,24,1,0,0
ME,2020-04-09,0,0,0,0,0
MU,2020-04-09,7,6,1,0,0
NA,2020-04-09,80,79,1,0,0
O,2020-04-09,42,42,0,0,0
OR,2020-04-09,42,42,0,0,0
P,2020-04-09,12,11,1,0,0
PM,2020-04-09,11,8,3,0,0
PO,2020-04-09,17,17,0,0,0
S,2020-04-09,23,23,0,0,0
SA,2020-04-09,49,46,3,0,0
SE,2020-04-09,24,22,2,0,0
SG,2020-04-09,42,38,4,0,0
SO,2020-04-09,10,8,2,0,0
SS,2020-04-09,47,47,0,0,0
T,2020-04-09,72,71,0,0,1
TE,2020-04-09,11,11,0,0,0
TF,2020-04-09,16,16,0,0,0
TO,2020-04-09,48,37,11,0,0
V,2020-04-09,70,63,5,0,2
VA,2020-04-09,51,50,1,0,0
VI,2020-04-09,22,22,0,0,0
Z,2020-04-09,75,70,0,0,5
ZA,2020-04-09,23,21,2,0,0
A,2020-04-10,30,28,2,0,0
AB,2020-04-10,25,22,3,0,0
AL,2020-04-10,4,4,0,0,0
AV,2020-04-10,36,33,3,0,0
B,2020-04-10,844,819,0,2,23
BA,2020-04-10,12,10,2,0,0
BI,2020-04-10,118,114,0,0,4
BU,2020-04-10,48,48,0,0,0
C,2020-04-10,42,41,1,0,0
CA,2020-04-10,18,17,1,0,0
CC,2020-04-10,33,27,6,0,0
CE,2020-04-10,1,1,0,0,0
CO,2020-04-10,6,6,0,0,0
CR,2020-04-10,42,23,19,0,0
CS,2020-04-10,20,20,0,0,0
CU,2020-04-10,18,10,8,0,0
GC,2020-04-10,4,4,0,0,0
GI,2020-04-10,74,73,0,0,1
GR,2020-04-10,31,27,4,0,0
GU,2020-04-10,22,17,5,0,0
H,2020-04-10,3,3,0,0,0
HU,2020-04-10,11,11,0,0,0
J,2020-04-10,8,8,0,0,0
L,2020-04-10,41,41,0,0,0
LE,2020-04-10,104,101,3,0,0
LO,2020-04-10,40,38,2,0,0
LU,2020-04-10,1,1,0,0,0
M,2020-04-10,730,730,0,0,0
MA,2020-04-10,15,14,1,0,0
ME,2020-04-10,1,1,0,0,0
MU,2020-04-10,7,6,1,0,0
NA,2020-04-10,70,69,1,0,0
O,2020-04-10,59,59,0,0,0
OR,2020-04-10,18,18,0,0,0
P,2020-04-10,17,17,0,0,0
PM,2020-04-10,21,17,4,0,0
PO,2020-04-10,13,12,1,0,0
S,2020-04-10,29,29,0,0,0
SA,2020-04-10,31,23,8,0,0
SE,2020-04-10,17,15,2,0,0
SG,2020-04-10,27,24,3,0,0
SO,2020-04-10,20,18,2,0,0
SS,2020-04-10,45,42,0,0,3
T,2020-04-10,40,38,0,0,2
TE,2020-04-10,4,4,0,0,0
TF,2020-04-10,9,9,0,0,0
TO,2020-04-10,49,38,11,0,0
V,2020-04-10,54,48,6,0,0
VA,2020-04-10,52,51,1,0,0
VI,2020-04-10,20,20,0,0,0
Z,2020-04-10,62,58,0,1,3
ZA,2020-04-10,16,13,3,0,0
A,2020-04-11,16,15,0,0,1
AB,2020-04-11,14,10,4,0,0
AL,2020-04-11,6,6,0,0,0
AV,2020-04-11,21,19,2,0,0
B,2020-04-11,929,920,0,1,8
BA,2020-04-11,8,6,2,0,0
BI,2020-04-11,89,87,0,0,2
BU,2020-04-11,45,41,4,0,0
C,2020-04-11,32,30,0,2,0
CA,2020-04-11,12,9,3,0,0
CC,2020-04-11,22,21,1,0,0
CE,2020-04-11,0,0,0,0,0
CO,2020-04-11,10,10,0,0,0
CR,2020-04-11,46,38,8,0,0
CS,2020-04-11,20,18,2,0,0
CU,2020-04-11,12,6,6,0,0
GC,2020-04-11,4,4,0,0,0
GI,2020-04-11,42,41,0,0,1
GR,2020-04-11,28,28,0,0,0
GU,2020-04-11,17,13,4,0,0
H,2020-04-11,5,5,0,0,0
HU,2020-04-11,8,8,0,0,0
J,2020-04-11,16,15,1,0,0
L,2020-04-11,34,34,0,0,0
LE,2020-04-11,127,122,5,0,0
LO,2020-04-11,26,24,2,0,0
LU,2020-04-11,1,1,0,0,0
M,2020-04-11,598,598,0,0,0
MA,2020-04-11,13,10,3,0,0
ME,2020-04-11,0,0,0,0,0
MU,2020-04-11,7,5,2,0,0
NA,2020-04-11,46,45,1,0,0
O,2020-04-11,51,51,0,0,0
OR,2020-04-11,7,7,0,0,0
P,2020-04-11,14,14,0,0,0
PM,2020-04-11,15,14,1,0,0
PO,2020-04-11,27,27,0,0,0
S,2020-04-11,24,24,0,0,0
SA,2020-04-11,38,29,9,0,0
SE,2020-04-11,17,14,3,0,0
SG,2020-04-11,21,17,4,0,0
SO,2020-04-11,19,19,0,0,0
SS,2020-04-11,30,27,0,0,3
T,2020-04-11,44,43,0,0,1
TE,2020-04-11,6,6,0,0,0
TF,2020-04-11,9,9,0,0,0
TO,2020-04-11,27,13,14,0,0
V,2020-04-11,48,44,2,0,2
VA,2020-04-11,42,41,1,0,0
VI,2020-04-11,10,10,0,0,0
Z,2020-04-11,48,43,0,0,5
ZA,2020-04-11,9,9,0,0,0
A,2020-04-12,8,8,0,0,0
AB,2020-04-12,20,15,5,0,0
AL,2020-04-12,2,2,0,0,0
AV,2020-04-12,19,18,1,0,0
B,2020-04-12,522,507,0,2,13
BA,2020-04-12,6,5,1,0,0
BI,2020-04-12,101,98,0,0,3
BU,2020-04-12,24,19,5,0,0
C,2020-04-12,28,27,1,0,0
CA,2020-04-12,11,11,0,0,0
CC,2020-04-12,20,16,4,0,0
CE,2020-04-12,0,0,0,0,0
CO,2020-04-12,9,7,2,0,0
CR,2020-04-12,47,37,10,0,0
CS,2020-04-12,15,14,1,0,0
CU,2020-04-12,16,7,9,0,0
GC,2020-04-12,2,2,0,0,0
GI,2020-04-12,87,85,0,0,2
GR,2020-04-12,18,18,0,0,0
GU,2020-04-12,15,13,2,0,0
H,2020-04-12,0,0,0,0,0
HU,2020-04-12,9,9,0,0,0
J,2020-04-12,13,11,2,0,0
L,2020-04-12,35,35,0,0,0
LE,2020-04-12,32,28,4,0,0
LO,2020-04-12,22,22,0,0,0
LU,2020-04-12,2,2,0,0,0
M,2020-04-12,513,513,0,0,0
MA,2020-04-12,11,11,0,0,0
ME,2020-04-12,1,1,0,0,0
MU,2020-04-12,4,3,1,0,0
NA,2020-04-12,59,59,0,0,0
O,2020-04-12,24,24,0,0,0
OR,2020-04-12,13,13,0,0,0
P,2020-04-12,8,8,0,0,0
PM,2020-04-12,15,15,0,0,0
PO,2020-04-12,20,19,0,1,0
S,2020-04-12,46,46,0,0,0
SA,2020-04-12,27,21,6,0,0
SE,2020-04-12,25,23,2,0,0
SG,2020-04-12,20,19,1,0,0
SO,2020-04-12,8,8,0,0,0
SS,2020-04-12,38,35,0,0,3
T,2020-04-12,36,32,0,0,4
TE,2020-04-12,2,2,0,0,0
TF,2020-04-12,6,6,0,0,0
TO,2020-04-12,48,41,7,0,0
V,2020-04-12,48,43,3,0,2
VA,2020-04-12,37,35,2,0,0
VI,2020-04-12,9,9,0,0,0
Z,2020-04-12,41,39,0,0,2
ZA,2020-04-12,4,4,0,0,0
A,2020-04-13,16,14,1,0,1
AB,2020-04-13,28,20,8,0,0
AL,2020-04-13,2,2,0,0,0
AV,2020-04-13,26,24,2,0,0
B,2020-04-13,480,460,0,2,18
BA,2020-04-13,10,9,1,0,0
BI,2020-04-13,81,78,0,0,3
BU,2020-04-13,43,36,7,0,0
C,2020-04-13,74,73,1,0,0
CA,2020-04-13,11,11,0,0,0
CC,2020-04-13,24,14,10,0,0
CE,2020-04-13,1,1,0,0,0
CO,2020-04-13,7,7,0,0,0
CR,2020-04-13,73,62,11,0,0
CS,2020-04-13,20,18,0,0,2
CU,2020-04-13,16,6,10,0,0
GC,2020-04-13,2,2,0,0,0
GI,2020-04-13,59,56,0,0,3
GR,2020-04-13,22,20,2,0,0
GU,2020-04-13,16,14,2,0,0
H,2020-04-13,4,3,1,0,0
HU,2020-04-13,9,9,0,0,0
J,2020-04-13,11,9,1,1,0
L,2020-04-13,21,21,0,0,0
LE,2020-04-13,48,45,3,0,0
LO,2020-04-13,29,28,1,0,0
LU,2020-04-13,4,4,0,0,0
M,2020-04-13,398,398,0,0,0
MA,2020-04-13,6,5,1,0,0
ME,2020-04-13,1,1,0,0,0
MU,2020-04-13,1,0,1,0,0
NA,2020-04-13,59,56,3,0,0
O,2020-04-13,31,31,0,0,0
OR,2020-04-13,14,14,0,0,0
P,2020-04-13,21,21,0,0,0
PM,2020-04-13,13,10,3,0,0
PO,2020-04-13,13,13,0,0,0
S,2020-04-13,35,35,0,0,0
SA,2020-04-13,19,15,4,0,0
SE,2020-04-13,15,15,0,0,0
SG,2020-04-13,12,12,0,0,0
SO,2020-04-13,42,39,3,0,0
SS,2020-04-13,24,22,0,0,2
T,2020-04-13,33,31,0,0,2
TE,2020-04-13,6,5,0,0,1
TF,2020-04-13,7,7,0,0,0
TO,2020-04-13,48,38,9,1,0
V,2020-04-13,34,31,3,0,0
VA,2020-04-13,42,41,1,0,0
VI,2020-04-13,9,9,0,0,0
Z,2020-04-13,63,58,0,0,5
