ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
ML,2020-07-01,0,0,0,0,0
NC,2020-07-01,6,6,0,0,0
PV,2020-07-01,10,7,0,3,0
RI,2020-07-01,0,0,0,0,0
VC,2020-07-01,23,23,0,0,0
AN,2020-07-02,14,14,0,0,0
AR,2020-07-02,21,21,0,0,0
AS,2020-07-02,0,0,0,0,0
CB,2020-07-02,0,0,0,0,0
CE,2020-07-02,0,0,0,0,0
CL,2020-07-02,9,9,0,0,0
CM,2020-07-02,16,16,0,0,0
CN,2020-07-02,1,1,0,0,0
CT,2020-07-02,248,226,0,21,1
EX,2020-07-02,4,4,0,0,0
GA,2020-07-02,16,16,0,0,0
IB,2020-07-02,3,3,0,0,0
MC,2020-07-02,2,2,0,0,0
MD,2020-07-02,48,48,0,0,0
ML,2020-07-02,0,0,0,0,0
NC,2020-07-02,5,5,0,0,0
PV,2020-07-02,12,9,0,3,0
RI,2020-07-02,0,0,0,0,0
VC,2020-07-02,24,24,0,0,0
AN,2020-07-03,28,28,0,0,0
AR,2020-07-03,46,45,0,1,0
AS,2020-07-03,0,0,0,0,0
CB,2020-07-03,3,3,0,0,0
CE,2020-07-03,0,0,0,0,0
CL,2020-07-03,11,11,0,0,0
CM,2020-07-03,21,21,0,0,0
CN,2020-07-03,4,4,0,0,0
CT,2020-07-03,276,268,0,8,0
EX,2020-07-03,8,8,0,0,0
GA,2020-07-03,21,21,0,0,0
IB,2020-07-03,4,4,0,0,0
MC,2020-07-03,3,3,0,0,0
MD,2020-07-03,80,78,0,2,0
ML,2020-07-03,0,0,0,0,0
NC,2020-07-03,8,8,0,0,0
PV,2020-07-03,21,13,0,8,0
RI,2020-07-03,0,0,0,0,0
VC,2020-07-03,15,15,0,0,0
AN,2020-07-04,25,25,0,0,0
AR,2020-07-04,31,31,0,0,0
AS,2020-07-04,0,0,0,0,0
CB,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CL,2020-07-04,8,8,0,0,0
CM,2020-07-04,13,12,0,1,0
CN,2020-07-04,4,4,0,0,0
CT,2020-07-04,255,254,0,1,0
EX,2020-07-04,4,4,0,0,0
GA,2020-07-04,16,16,0,0,0
IB,2020-07-04,3,3,0,0,0
MC,2020-07-04,6,6,0,0,0
MD,2020-07-04,30,30,0,0,0
ML,2020-07-04,0,0,0,0,0
NC,2020-07-04,5,5,0,0,0
PV,2020-07-04,12,7,0,5,0
RI,2020-07-04,0,0,0,0,0
VC,2020-07-04,7,7,0,0,0
AN,2020-07-05,16,16,0,0,0
AR,2020-07-05,37,37,0,0,0
AS,2020-07-05,0,0,0,0,0
CB,2020-07-05,2,2,0,0,0
CE,2020-07-05,0,0,0,0,0
CL,2020-07-05,3,3,0,0,0
CM,2020-07-05,7,6,0,1,0
CN,2020-07-05,1,1,0,0,0
CT,2020-07-05,251,251,0,0,0
EX,2020-07-05,6,6,0,0,0
GA,2020-07-05,23,23,0,0,0
IB,2020-07-05,3,3,0,0,0
MC,2020-07-05,7,7,0,0,0
MD,2020-07-05,36,33,0,3,0
ML,2020-07-05,0,0,0,0,0
NC,2020-07-05,1,1,0,0,0
PV,2020-07-05,24,16,0,8,0
RI,2020-07-05,1,1,0,0,0
VC,2020-07-05,11,11,0,0,0
AN,2020-07-06,23,23,0,0,0
AR,2020-07-06,77,77,0,0,0
AS,2020-07-06,0,0,0,0,0
CB,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CL,2020-07-06,16,14,0,2,0
CM,2020-07-06,19,19,0,0,0
CN,2020-07-06,3,3,0,0,0
CT,2020-07-06,398,383,0,0,15
EX,2020-07-06,2,1,0,1,0
GA,2020-07-06,22,22,0,0,0
IB,2020-07-06,4,3,1,0,0
MC,2020-07-06,8,8,0,0,0
MD,2020-07-06,72,71,0,1,0
ML,2020-07-06,0,0,0,0,0
NC,2020-07-06,12,12,0,0,0
PV,2020-07-06,36,33,0,3,0
RI,2020-07-06,0,0,0,0,0
VC,2020-07-06,24,24,0,0,0
AN,2020-07-07,32,32,0,0,0
AR,2020-07-07,90,90,0,0,0
AS,2020-07-07,0,0,0,0,0
CB,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CL,2020-07-07,10,9,0,1,0
CM,2020-07-07,15,15,0,0,0
CN,2020-07-07,4,4,0,0,0
CT,2020-07-07,442,440,0,2,0
EX,2020-07-07,16,16,0,0,0
GA,2020-07-07,21,21,0,0,0
IB,2020-07-07,1,1,0,0,0
MC,2020-07-07,14,14,0,0,0
MD,2020-07-07,67,64,0,3,0
ML,2020-07-07,0,0,0,0,0
NC,2020-07-07,13,13,0,0,0
PV,2020-07-07,36,31,0,5,0
RI,2020-07-07,3,3,0,0,0
VC,2020-07-07,26,26,0,0,0
AN,2020-07-08,56,56,0,0,0
AR,2020-07-08,76,76,0,0,0
AS,2020-07-08,2,2,0,0,0
CB,2020-07-08,2,2,0,0,0
CE,2020-07-08,0,0,0,0,0
CL,2020-07-08,15,14,0,1,0
CM,2020-07-08,21,20,0,1,0
CN,2020-07-08,8,8,0,0,0
CT,2020-07-08,486,484,0,2,0
EX,2020-07-08,6,6,0,0,0
GA,2020-07-08,31,31,0,0,0
IB,2020-07-08,4,4,0,0,0
MC,2020-07-08,16,16,0,0,0
MD,2020-07-08,93,93,0,0,0
ML,2020-07-08,0,0,0,0,0
NC,2020-07-08,8,8,0,0,0
PV,2020-07-08,43,37,0,6,0
RI,2020-07-08,5,5,0,0,0
VC,2020-07-08,29,29,0,0,0
AN,2020-07-09,37,37,0,0,0
AR,2020-07-09,91,91,0,0,0
AS,2020-07-09,0,0,0,0,0
CB,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CL,2020-07-09,8,8,0,0,0
CM,2020-07-09,28,27,0,1,0
CN,2020-07-09,8,7,0,0,1
CT,2020-07-09,513,512,0,0,1
EX,2020-07-09,23,23,0,0,0
GA,2020-07-09,20,20,0,0,0
IB,2020-07-09,6,6,0,0,0
MC,2020-07-09,6,6,0,0,0
MD,2020-07-09,92,88,0,4,0
ML,2020-07-09,0,0,0,0,0
NC,2020-07-09,29,29,0,0,0
PV,2020-07-09,37,35,0,2,0
RI,2020-07-09,1,1,0,0,0
VC,2020-07-09,28,28,0,0,0
AN,2020-07-10,60,60,0,0,0
AR,2020-07-10,129,129,0,0,0
AS,2020-07-10,2,2,0,0,0
CB,2020-07-10,1,1,0,0,0
CE,2020-07-10,0,0,0,0,0
CL,2020-07-10,16,15,0,1,0
CM,2020-07-10,27,26,0,1,0
CN,2020-07-10,3,3,0,0,0
CT,2020-07-10,651,649,0,1,1
EX,2020-07-10,45,45,0,0,0
GA,2020-07-10,7,7,0,0,0
IB,2020-07-10,8,8,0,0,0
MC,2020-07-10,9,9,0,0,0
MD,2020-07-10,78,73,0,5,0
ML,2020-07-10,0,0,0,0,0
NC,2020-07-10,20,20,0,0,0
PV,2020-07-10,28,24,0,4,0
RI,2020-07-10,10,10,0,0,0
VC,2020-07-10,33,33,0,0,0
AN,2020-07-11,50,50,0,0,0
AR,2020-07-11,154,154,0,0,0
AS,2020-07-11,3,3,0,0,0
CB,2020-07-11,1,1,0,0,0
CE,2020-07-11,0,0,0,0,0
CL,2020-07-11,13,13,0,0,0
CM,2020-07-11,13,13,0,0,0
CN,2020-07-11,1,1,0,0,0
CT,2020-07-11,411,411,0,0,0
EX,2020-07-11,18,18,0,0,0
GA,2020-07-11,13,13,0,0,0
IB,2020-07-11,7,7,0,0,0
MC,2020-07-11,17,17,0,0,0
MD,2020-07-11,60,59,0,1,0
ML,2020-07-11,0,0,0,0,0
NC,2020-07-11,35,35,0,0,0
PV,2020-07-11,48,40,0,8,0
RI,2020-07-11,3,3,0,0,0
VC,2020-07-11,36,36,0,0,0
AN,2020-07-12,33,33,0,0,0
AR,2020-07-12,130,130,0,0,0
AS,2020-07-12,0,0,0,0,0
CB,2020-07-12,2,2,0,0,0
CE,2020-07-12,0,0,0,0,0
CL,2020-07-12,9,9,0,0,0
CM,2020-07-12,14,14,0,0,0
CN,2020-07-12,3,3,0,0,0
CT,2020-07-12,468,463,0,2,3
EX,2020-07-12,12,12,0,0,0
GA,2020-07-12,7,7,0,0,0
IB,2020-07-12,4,4,0,0,0
MC,2020-07-12,12,12,0,0,0
MD,2020-07-12,67,64,0,3,0
ML,2020-07-12,2,2,0,0,0
NC,2020-07-12,23,23,0,0,0
PV,2020-07-12,53,42,0,11,0
RI,2020-07-12,2,2,0,0,0
VC,2020-07-12,18,18,0,0,0
AN,2020-07-13,48,48,0,0,0
AR,2020-07-13,233,233,0,0,0
AS,2020-07-13,0,0,0,0,0
CB,2020-07-13,1,1,0,0,0
CE,2020-07-13,0,0,0,0,0
CL,2020-07-13,21,21,0,0,0
CM,2020-07-13,17,17,0,0,0
CN,2020-07-13,6,6,0,0,0
CT,2020-07-13,728,723,0,4,1
EX,2020-07-13,13,13,0,0,0
GA,2020-07-13,8,8,0,0,0
IB,2020-07-13,8,8,0,0,0
MC,2020-07-13,13,13,0,0,0
MD,2020-07-13,122,116,0,6,0
ML,2020-07-13,0,0,0,0,0
NC,2020-07-13,40,40,0,0,0
PV,2020-07-13,63,53,0,10,0
RI,2020-07-13,4,4,0,0,0
VC,2020-07-13,48,48,0,0,0
AN,2020-07-14,96,96,0,0,0
AR,2020-07-14,291,291,0,0,0
AS,2020-07-14,2,2,0,0,0
CB,2020-07-14,2,2,0,0,0
CE,2020-07-14,1,1,0,0,0
CL,2020-07-14,20,20,0,0,0
CM,2020-07-14,28,27,0,1,0
CN,2020-07-14,2,2,0,0,0
CT,2020-07-14,684,680,0,3,1
EX,2020-07-14,3,3,0,0,0
GA,2020-07-14,9,9,0,0,0
IB,2020-07-14,11,11,0,0,0
MC,2020-07-14,21,21,0,0,0
MD,2020-07-14,131,126,0,5,0
ML,2020-07-14,0,0,0,0,0
NC,2020-07-14,52,52,0,0,0
PV,2020-07-14,94,78,0,16,0
RI,2020-07-14,6,6,0,0,0
VC,2020-07-14,55,55,0,0,0
AN,2020-07-15,63,63,0,0,0
AR,2020-07-15,359,357,0,2,0
AS,2020-07-15,2,2,0,0,0
CB,2020-07-15,4,4,0,0,0
CE,2020-07-15,0,0,0,0,0
CL,2020-07-15,12,12,0,0,0
CM,2020-07-15,28,28,0,0,0
CN,2020-07-15,9,9,0,0,0
CT,2020-07-15,887,883,0,2,2
EX,2020-07-15,13,13,0,0,0
GA,2020-07-15,15,15,0,0,0
IB,2020-07-15,14,14,0,0,0
MC,2020-07-15,32,32,0,0,0
MD,2020-07-15,140,136,0,4,0
ML,2020-07-15,0,0,0,0,0
NC,2020-07-15,43,43,0,0,0
PV,2020-07-15,125,94,0,31,0
RI,2020-07-15,2,2,0,0,0
VC,2020-07-15,82,82,0,0,0
AN,2020-07-16,91,91,0,0,0
AR,2020-07-16,298,298,0,0,0
AS,2020-07-16,1,1,0,0,0
CB,2020-07-16,5,5,0,0,0
CE,2020-07-16,0,0,0,0,0
CL,2020-07-16,21,21,0,0,0
CM,2020-07-16,26,26,0,0,0
CN,2020-07-16,4,4,0,0,0
CT,2020-07-16,812,808,0,3,1
EX,2020-07-16,22,22,0,0,0
GA,2020-07-16,15,15,0,0,0
IB,2020-07-16,7,7,0,0,0
MC,2020-07-16,24,24,0,0,0
MD,2020-07-16,115,113,0,2,0
ML,2020-07-16,0,0,0,0,0
NC,2020-07-16,47,47,0,0,0
PV,2020-07-16,135,127,0,8,0
RI,2020-07-16,9,8,0,0,1
VC,2020-07-16,71,71,0,0,0
AN,2020-07-17,97,97,0,0,0
AR,2020-07-17,401,401,0,0,0
AS,2020-07-17,1,1,0,0,0
CB,2020-07-17,3,3,0,0,0
CE,2020-07-17,0,0,0,0,0
CL,2020-07-17,18,16,0,2,0
CM,2020-07-17,25,25,0,0,0
CN,2020-07-17,7,7,0,0,0
CT,2020-07-17,977,975,0,0,2
EX,2020-07-17,5,5,0,0,0
GA,2020-07-17,9,9,0,0,0
IB,2020-07-17,6,6,0,0,0
MC,2020-07-17,31,31,0,0,0
MD,2020-07-17,163,160,0,3,0
ML,2020-07-17,0,0,0,0,0
NC,2020-07-17,73,73,0,0,0
PV,2020-07-17,111,101,0,10,0
RI,2020-07-17,11,5,0,1,5
VC,2020-07-17,90,90,0,0,0
AN,2020-07-18,86,86,0,0,0
AR,2020-07-18,335,335,0,0,0
AS,2020-07-18,1,1,0,0,0
CB,2020-07-18,12,12,0,0,0
CE,2020-07-18,0,0,0,0,0
CL,2020-07-18,27,25,0,2,0
CM,2020-07-18,14,13,0,1,0
CN,2020-07-18,13,13,0,0,0
CT,2020-07-18,767,765,0,1,1
EX,2020-07-18,5,5,0,0,0
GA,2020-07-18,11,11,0,0,0
IB,2020-07-18,7,7,0,0,0
MC,2020-07-18,21,21,0,0,0
MD,2020-07-18,124,121,0,3,0
ML,2020-07-18,0,0,0,0,0
NC,2020-07-18,78,78,0,0,0
PV,2020-07-18,200,185,0,15,0
RI,2020-07-18,7,5,0,0,2
VC,2020-07-18,91,91,0,0,0
AN,2020-07-19,114,114,0,0,0
AR,2020-07-19,341,341,0,0,0
AS,2020-07-19,2,2,0,0,0
CB,2020-07-19,5,5,0,0,0
CE,2020-07-19,0,0,0,0,0
CL,2020-07-19,24,23,0,1,0
CM,2020-07-19,10,9,0,1,0
CN,2020-07-19,53,53,0,0,0
CT,2020-07-19,613,612,0,0,1
EX,2020-07-19,6,6,0,0,0
GA,2020-07-19,14,14,0,0,0
IB,2020-07-19,5,5,0,0,0
MC,2020-07-19,26,26,0,0,0
MD,2020-07-19,133,127,0,6,0
ML,2020-07-19,0,0,0,0,0
NC,2020-07-19,51,51,0,0,0
PV,2020-07-19,108,93,0,15,0
RI,2020-07-19,0,0,0,0,0
VC,2020-07-19,83,83,0,0,0
AN,2020-07-20,122,122,0,0,0
AR,2020-07-20,430,430,0,0,0
AS,2020-07-20,1,1,0,0,0
CB,2020-07-20,9,9,0,0,0
CE,2020-07-20,0,0,0,0,0
CL,2020-07-20,35,34,0,1,0
CM,2020-07-20,30,30,0,0,0
CN,2020-07-20,3,3,0,0,0
CT,2020-07-20,1053,1047,0,6,0
EX,2020-07-20,9,9,0,0,0
GA,2020-07-20,22,22,0,0,0
IB,2020-07-20,16,16,0,0,0
MC,2020-07-20,38,38,0,0,0
MD,2020-07-20,206,202,0,4,0
ML,2020-07-20,0,0,0,0,0
NC,2020-07-20,105,105,0,0,0
PV,2020-07-20,122,113,0,9,0
RI,2020-07-20,5,5,0,0,0
VC,2020-07-20,121,121,0,0,0
AN,2020-07-21,74,74,0,0,0
AR,2020-07-21,456,456,0,0,0
AS,2020-07-21,2,2,0,0,0
CB,2020-07-21,5,5,0,0,0
CE,2020-07-21,0,0,0,0,0
CL,2020-07-21,20,20,0,0,0
CM,2020-07-21,24,24,0,0,0
CN,2020-07-21,11,11,0,0,0
CT,2020-07-21,1012,992,0,19,1
EX,2020-07-21,17,17,0,0,0
GA,2020-07-21,26,26,0,0,0
IB,2020-07-21,13,13,0,0,0
MC,2020-07-21,49,49,0,0,0
MD,2020-07-21,240,237,0,3,0
ML,2020-07-21,0,0,0,0,0
NC,2020-07-21,118,118,0,0,0
PV,2020-07-21,133,119,0,14,0
RI,2020-07-21,17,17,0,0,0
VC,2020-07-21,132,132,0,0,0
AN,2020-07-22,78,78,0,0,0
AR,2020-07-22,466,466,0,0,0
AS,2020-07-22,2,2,0,0,0
CB,2020-07-22,7,7,0,0,0
CE,2020-07-22,1,1,0,0,0
CL,2020-07-22,24,24,0,0,0
CM,2020-07-22,43,43,0,0,0
CN,2020-07-22,8,8,0,0,0
CT,2020-07-22,1046,1039,0,6,1
EX,2020-07-22,6,6,0,0,0
GA,2020-07-22,18,18,0,0,0
IB,2020-07-22,15,15,0,0,0
MC,2020-07-22,59,59,0,0,0
MD,2020-07-22,234,230,0,4,0
ML,2020-07-22,0,0,0,0,0
NC,2020-07-22,65,65,0,0,0
PV,2020-07-22,169,158,0,11,0
RI,2020-07-22,9,9,0,0,0
VC,2020-07-22,138,138,0,0,0
AN,2020-07-23,126,126,0,0,0
AR,2020-07-23,393,393,0,0,0
AS,2020-07-23,4,4,0,0,0
CB,2020-07-23,8,8,0,0,0
CE,2020-07-23,0,0,0,0,0
CL,2020-07-23,45,45,0,0,0
CM,2020-07-23,21,21,0,0,0
CN,2020-07-23,11,11,0,0,0
CT,2020-07-23,1026,1019,0,7,0
EX,2020-07-23,4,4,0,0,0
GA,2020-07-23,12,12,0,0,0
IB,2020-07-23,20,20,0,0,0
MC,2020-07-23,48,48,0,0,0
MD,2020-07-23,226,223,0,3,0
ML,2020-07-23,0,0,0,0,0
NC,2020-07-23,67,67,0,0,0
PV,2020-07-23,126,125,0,1,0
RI,2020-07-23,5,5,0,0,0
VC,2020-07-23,126,126,0,0,0
AN,2020-07-24,128,128,0,0,0
AR,2020-07-24,448,448,0,0,0
AS,2020-07-24,3,3,0,0,0
CB,2020-07-24,6,6,0,0,0
CE,2020-07-24,0,0,0,0,0
CL,2020-07-24,37,37,0,0,0
CM,2020-07-24,48,47,0,1,0
CN,2020-07-24,5,5,0,0,0
CT,2020-07-24,1039,1029,0,9,1
EX,2020-07-24,11,11,0,0,0
GA,2020-07-24,15,15,0,0,0
IB,2020-07-24,25,25,0,0,0
MC,2020-07-24,72,72,0,0,0
MD,2020-07-24,339,336,0,3,0
ML,2020-07-24,0,0,0,0,0
NC,2020-07-24,56,56,0,0,0
PV,2020-07-24,122,111,0,11,0
RI,2020-07-24,11,11,0,0,0
VC,2020-07-24,154,154,0,0,0
AN,2020-07-25,110,110,0,0,0
AR,2020-07-25,377,376,0,1,0
AS,2020-07-25,8,8,0,0,0
CB,2020-07-25,9,9,0,0,0
CE,2020-07-25,0,0,0,0,0
CL,2020-07-25,29,29,0,0,0
CM,2020-07-25,28,27,0,1,0
CN,2020-07-25,13,13,0,0,0
CT,2020-07-25,653,652,0,1,0
EX,2020-07-25,4,4,0,0,0
GA,2020-07-25,16,16,0,0,0
IB,2020-07-25,24,24,0,0,0
MC,2020-07-25,85,85,0,0,0
MD,2020-07-25,289,286,0,3,0
ML,2020-07-25,0,0,0,0,0
NC,2020-07-25,82,82,0,0,0
PV,2020-07-25,174,172,0,2,0
RI,2020-07-25,2,2,0,0,0
VC,2020-07-25,167,167,0,0,0
AN,2020-07-26,106,106,0,0,0
AR,2020-07-26,385,385,0,0,0
AS,2020-07-26,7,7,0,0,0
CB,2020-07-26,7,7,0,0,0
CE,2020-07-26,1,1,0,0,0
CL,2020-07-26,31,31,0,0,0
CM,2020-07-26,28,27,0,1,0
CN,2020-07-26,7,7,0,0,0
CT,2020-07-26,581,580,0,1,0
EX,2020-07-26,7,7,0,0,0
GA,2020-07-26,9,9,0,0,0
IB,2020-07-26,48,48,0,0,0
MC,2020-07-26,49,49,0,0,0
MD,2020-07-26,239,237,0,2,0
ML,2020-07-26,4,4,0,0,0
NC,2020-07-26,79,79,0,0,0
PV,2020-07-26,173,163,0,10,0
RI,2020-07-26,1,1,0,0,0
VC,2020-07-26,124,124,0,0,0
AN,2020-07-27,143,143,0,0,0
AR,2020-07-27,575,575,0,0,0
AS,2020-07-27,6,6,0,0,0
CB,2020-07-27,6,6,0,0,0
CE,2020-07-27,0,0,0,0,0
CL,2020-07-27,70,68,0,2,0
CM,2020-07-27,52,52,0,0,0
CN,2020-07-27,9,9,0,0,0
CT,2020-07-27,1026,1018,0,8,0
EX,2020-07-27,9,9,0,0,0
GA,2020-07-27,24,24,0,0,0
IB,2020-07-27,40,40,0,0,0
MC,2020-07-27,60,60,0,0,0
MD,2020-07-27,496,491,0,5,0
ML,2020-07-27,1,1,0,0,0
NC,2020-07-27,52,52,0,0,0
PV,2020-07-27,223,215,0,8,0
RI,2020-07-27,8,8,0,0,0
VC,2020-07-27,207,207,0,0,0
AN,2020-07-28,148,148,0,0,0
AR,2020-07-28,519,519,0,0,0
AS,2020-07-28,13,13,0,0,0
CB,2020-07-28,8,8,0,0,0
CE,2020-07-28,0,0,0,0,0
CL,2020-07-28,87,87,0,0,0
CM,2020-07-28,60,60,0,0,0
CN,2020-07-28,9,9,0,0,0
CT,2020-07-28,1057,1053,0,4,0
EX,2020-07-28,21,21,0,0,0
GA,2020-07-28,36,36,0,0,0
IB,2020-07-28,52,52,0,0,0
MC,2020-07-28,74,74,0,0,0
MD,2020-07-28,578,574,0,4,0
ML,2020-07-28,1,1,0,0,0
NC,2020-07-28,40,40,0,0,0
PV,2020-07-28,235,223,0,12,0
RI,2020-07-28,9,9,0,0,0
VC,2020-07-28,192,192,0,0,0
AN,2020-07-29,153,153,0,0,0
AR,2020-07-29,528,528,0,0,0
AS,2020-07-29,15,15,0,0,0
CB,2020-07-29,10,10,0,0,0
CE,2020-07-29,0,0,0,0,0
CL,2020-07-29,76,76,0,0,0
CM,2020-07-29,53,52,0,1,0
CN,2020-07-29,6,6,0,0,0
CT,2020-07-29,1092,1083,0,8,1
EX,2020-07-29,17,17,0,0,0
GA,2020-07-29,27,27,0,0,0
IB,2020-07-29,55,55,0,0,0
MC,2020-07-29,89,89,0,0,0
MD,2020-07-29,525,521,0,4,0
ML,2020-07-29,1,1,0,0,0
NC,2020-07-29,62,62,0,0,0
PV,2020-07-29,210,205,0,5,0
RI,2020-07-29,4,4,0,0,0
VC,2020-07-29,276,276,0,0,0
AN,2020-07-30,209,209,0,0,0
AR,2020-07-30,491,491,0,0,0
AS,2020-07-30,12,12,0,0,0
CB,2020-07-30,26,26,0,0,0
CE,2020-07-30,0,0,0,0,0
CL,2020-07-30,74,73,0,1,0
CM,2020-07-30,48,48,0,0,0
CN,2020-07-30,12,12,0,0,0
CT,2020-07-30,1029,1024,0,4,1
EX,2020-07-30,20,20,0,0,0
GA,2020-07-30,32,32,0,0,0
IB,2020-07-30,77,77,0,0,0
MC,2020-07-30,64,64,0,0,0
MD,2020-07-30,580,573,0,7,0
ML,2020-07-30,4,4,0,0,0
NC,2020-07-30,52,52,0,0,0
PV,2020-07-30,153,143,0,10,0
RI,2020-07-30,1,1,0,0,0
VC,2020-07-30,247,247,0,0,0
AN,2020-07-31,260,260,0,0,0
AR,2020-07-31,498,498,0,0,0
AS,2020-07-31,12,12,0,0,0
CB,2020-07-31,16,16,0,0,0
CE,2020-07-31,0,0,0,0,0
CL,2020-07-31,150,149,0,1,0
CM,2020-07-31,71,71,0,0,0
CN,2020-07-31,16,16,0,0,0
CT,2020-07-31,1164,1156,0,7,1
EX,2020-07-31,38,38,0,0,0
GA,2020-07-31,33,33,0,0,0
IB,2020-07-31,78,78,0,0,0
MC,2020-07-31,55,55,0,0,0
MD,2020-07-31,717,717,0,0,0
ML,2020-07-31,0,0,0,0,0
NC,2020-07-31,72,72,0,0,0
PV,2020-07-31,184,178,0,6,0
RI,2020-07-31,7,7,0,0,0
VC,2020-07-31,246,246,0,0,0
AN,2020-08-01,248,248,0,0,0
AR,2020-08-01,831,831,0,0,0
AS,2020-08-01,17,17,0,0,0
CB,2020-08-01,38,37,0,0,1
CE,2020-08-01,0,0,0,0,0
CL,2020-08-01,91,91,0,0,0
CM,2020-08-01,56,56,0,0,0
CN,2020-08-01,30,30,0,0,0
CT,2020-08-01,724,722,0,2,0
EX,2020-08-01,18,18,0,0,0
GA,2020-08-01,39,39,0,0,0
IB,2020-08-01,117,117,0,0,0
MC,2020-08-01,82,82,0,0,0
MD,2020-08-01,686,682,0,4,0
ML,2020-08-01,8,8,0,0,0
NC,2020-08-01,88,88,0,0,0
PV,2020-08-01,238,228,0,10,0
RI,2020-08-01,4,4,0,0,0
VC,2020-08-01,284,283,0,1,0
AN,2020-08-02,214,214,0,0,0
AR,2020-08-02,447,447,0,0,0
AS,2020-08-02,11,11,0,0,0
CB,2020-08-02,23,23,0,0,0
CE,2020-08-02,2,2,0,0,0
CL,2020-08-02,93,93,0,0,0
CM,2020-08-02,65,65,0,0,0
CN,2020-08-02,29,29,0,0,0
CT,2020-08-02,481,481,0,0,0
EX,2020-08-02,21,21,0,0,0
GA,2020-08-02,43,43,0,0,0
IB,2020-08-02,99,99,0,0,0
MC,2020-08-02,61,61,0,0,0
MD,2020-08-02,584,582,0,2,0
ML,2020-08-02,4,4,0,0,0
NC,2020-08-02,84,84,0,0,0
PV,2020-08-02,301,294,0,7,0
RI,2020-08-02,5,4,0,1,0
VC,2020-08-02,204,204,0,0,0
AN,2020-08-03,292,292,0,0,0
AR,2020-08-03,460,460,0,0,0
AS,2020-08-03,12,12,0,0,0
CB,2020-08-03,41,41,0,0,0
CE,2020-08-03,0,0,0,0,0
CL,2020-08-03,124,123,0,1,0
CM,2020-08-03,78,78,0,0,0
CN,2020-08-03,38,38,0,0,0
CT,2020-08-03,929,927,0,2,0
EX,2020-08-03,21,21,0,0,0
GA,2020-08-03,76,76,0,0,0
IB,2020-08-03,155,155,0,0,0
MC,2020-08-03,74,74,0,0,0
MD,2020-08-03,965,959,0,6,0
ML,2020-08-03,4,4,0,0,0
NC,2020-08-03,106,106,0,0,0
PV,2020-08-03,436,428,0,8,0
RI,2020-08-03,10,9,0,1,0
VC,2020-08-03,276,276,0,0,0
AN,2020-08-04,285,285,0,0,0
AR,2020-08-04,533,532,0,1,0
AS,2020-08-04,19,19,0,0,0
CB,2020-08-04,49,49,0,0,0
CE,2020-08-04,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0
CM,2020-08-04,99,99,0,0,0
CN,2020-08-04,54,54,0,0,0
CT,2020-08-04,1016,1013,0,3,0
EX,2020-08-04,16,16,0,0,0
GA,2020-08-04,109,109,0,0,0
IB,2020-08-04,172,172,0,0,0
MC,2020-08-04,97,97,0,0,0
MD,2020-08-04,1107,1102,0,5,0
ML,2020-08-04,5,5,0,0,0
NC,2020-08-04,84,84,0,0,0
PV,2020-08-04,388,381,0,7,0
RI,2020-08-04,8,8,0,0,0
VC,2020-08-04,357,357,0,0,0
AN,2020-08-05,367,367,0,0,0
AR,2020-08-05,430,430,0,0,0
AS,2020-08-05,38,38,0,0,0
CB,2020-08-05,32,32,0,0,0
CE,2020-08-05,0,0,0,0,0
CL,2020-08-05,232,232,0,0,0
CM,2020-08-05,96,96,0,0,0
CN,2020-08-05,73,72,0,1,0
CT,2020-08-05,1009,1005,0,4,0
EX,2020-08-05,35,35,0,0,0
GA,2020-08-05,79,79,0,0,0
IB,2020-08-05,169,169,0,0,0
MC,2020-08-05,63,63,0,0,0
MD,2020-08-05,1089,1086,0,3,0
ML,2020-08-05,1,1,0,0,0
NC,2020-08-05,82,82,0,0,0
PV,2020-08-05,384,373,0,11,0
RI,2020-08-05,27,27,0,0,0
VC,2020-08-05,381,381,0,0,0
AN,2020-08-06,373,373,0,0,0
AR,2020-08-06,522,522,0,0,0
AS,2020-08-06,39,39,0,0,0
CB,2020-08-06,45,45,0,0,0
CE,2020-08-06,1,1,0,0,0
CL,2020-08-06,174,174,0,0,0
CM,2020-08-06,116,116,0,0,0
CN,2020-08-06,77,77,0,0,0
CT,2020-08-06,942,938,0,4,0
EX,2020-08-06,32,32,0,0,0
GA,2020-08-06,75,75,0,0,0
IB,2020-08-06,173,173,0,0,0
MC,2020-08-06,61,61,0,0,0
MD,2020-08-06,1096,1093,0,3,0
ML,2020-08-06,3,3,0,0,0
NC,2020-08-06,87,87,0,0,0
PV,2020-08-06,368,361,0,7,0
RI,2020-08-06,16,16,0,0,0
VC,2020-08-06,327,327,0,0,0
AN,2020-08-07,456,456,0,0,0
AR,2020-08-07,551,551,0,0,0
AS,2020-08-07,28,28,0,0,0
CB,2020-08-07,44,44,0,0,0
CE,2020-08-07,1,1,0,0,0
CL,2020-08-07,256,255,0,1,0
