*Este fichero CSV incluye la informaciÃġn agregada por dÃ­a de los casos de COVID-19 diagnosticados, hospitalizados, ingresados en UCIs y fallecidos notificados a la Red Nacional de Vigilancia EpidemiolÃġgica desde el 1 de enero de 2020 y desagregados por Comunidad AutÃġnoma de declaraciÃġn.
*No se dispone de fecha de diagnÃġstico para 10.830 casos, de fecha de hospitalizaciÃġn de 11.909 hospitalizados, de fecha de ingreso en UCI de 1.872 casos ingresados en UCI y de fecha de fallecimiento de 447 fallecidos. 
*Estos datos incluyen casos diagnosticados retrospectivamente al inicio de la epidemia.
*Los anÃḂlisis realizados con los datos incluidos en este CSV pueden dar resultados marginalmente diferentes a los anÃḂlisis realizados por los servicios de vigilancia de la Red Nacional de Vigilancia EpidemiolÃġgica que pueden incluir los casos con fechas faltantes imputÃḂndoles fechas estimadas alternativas y pueden utilizar para algunos anÃḂlisis agregaciones temporales utilizando otras fechas asociadas a los casos (p.e.: fecha de inicio de sÃ­ntomas). 
*Estos datos se actualizarÃḂn diariamente con la informaciÃġn recibida de las Comunidades AutÃġnomas.

CCAA_ISO;Fecha;Casos_Diagnosticados;Hospitalizados;UCI;Fallecidos
ES-MD;14-08-2020;2965;53;1;9
ES-ML;14-08-2020;4;0;0;0
ES-NC;14-08-2020;93;2;0;0
ES-PV;14-08-2020;521;23;2;2
ES-RI;14-08-2020;80;1;0;0
ES-VC;14-08-2020;529;38;3;2
ES-AN;15-08-2020;591;24;3;4
ES-AR;15-08-2020;475;30;1;5
ES-AS;15-08-2020;23;0;0;0
ES-CB;15-08-2020;60;0;0;0
ES-CE;15-08-2020;3;0;0;0
ES-CL;15-08-2020;252;13;1;0
ES-CM;15-08-2020;179;6;0;0
ES-CN;15-08-2020;163;8;2;0
ES-CT;15-08-2020;555;28;1;6
ES-EX;15-08-2020;16;2;0;1
ES-GA;15-08-2020;150;9;4;2
ES-IB;15-08-2020;179;9;3;0
ES-MC;15-08-2020;138;13;0;2
ES-MD;15-08-2020;784;45;1;8
ES-ML;15-08-2020;8;0;0;0
ES-NC;15-08-2020;158;6;0;0
ES-PV;15-08-2020;609;24;1;1
ES-RI;15-08-2020;58;3;0;0
ES-VC;15-08-2020;367;26;1;0
ES-AN;16-08-2020;402;32;4;2
ES-AR;16-08-2020;368;21;3;5
ES-AS;16-08-2020;18;1;0;0
ES-CB;16-08-2020;48;1;0;0
ES-CE;16-08-2020;5;0;0;0
ES-CL;16-08-2020;212;24;4;0
ES-CM;16-08-2020;108;3;0;1
ES-CN;16-08-2020;80;7;1;1
ES-CT;16-08-2020;425;14;0;3
ES-EX;16-08-2020;33;2;0;0
ES-GA;16-08-2020;126;13;1;0
ES-IB;16-08-2020;176;8;1;1
ES-MC;16-08-2020;76;11;3;0
ES-MD;16-08-2020;500;56;1;8
ES-ML;16-08-2020;5;0;0;0
ES-NC;16-08-2020;60;2;1;0
ES-PV;16-08-2020;398;17;1;0
ES-RI;16-08-2020;38;1;0;0
ES-VC;16-08-2020;197;29;2;0
ES-AN;17-08-2020;544;39;2;3
ES-AR;17-08-2020;372;34;2;8
ES-AS;17-08-2020;19;1;0;0
ES-CB;17-08-2020;19;4;0;0
ES-CE;17-08-2020;9;0;0;0
ES-CL;17-08-2020;239;19;1;1
ES-CM;17-08-2020;173;6;0;0
ES-CN;17-08-2020;103;14;2;0
ES-CT;17-08-2020;1009;27;2;5
ES-EX;17-08-2020;48;4;0;0
ES-GA;17-08-2020;111;14;1;0
ES-IB;17-08-2020;343;16;4;2
ES-MC;17-08-2020;96;11;2;0
ES-MD;17-08-2020;1139;68;3;6
ES-ML;17-08-2020;0;3;0;0
ES-NC;17-08-2020;48;6;1;0
ES-PV;17-08-2020;290;32;4;1
ES-RI;17-08-2020;58;3;0;1
ES-VC;17-08-2020;320;41;1;3
ES-AN;18-08-2020;657;31;5;2
ES-AR;18-08-2020;452;38;1;18
ES-AS;18-08-2020;30;1;0;0
ES-CB;18-08-2020;53;1;0;0
ES-CE;18-08-2020;3;0;0;0
ES-CL;18-08-2020;361;19;0;0
ES-CM;18-08-2020;208;2;1;0
ES-CN;18-08-2020;149;18;4;0
ES-CT;18-08-2020;1321;41;4;6
ES-EX;18-08-2020;79;3;0;0
ES-GA;18-08-2020;168;8;0;0
ES-IB;18-08-2020;363;9;2;1
ES-MC;18-08-2020;103;13;0;1
ES-MD;18-08-2020;3271;63;5;9
ES-ML;18-08-2020;0;1;0;0
ES-NC;18-08-2020;81;8;0;0
ES-PV;18-08-2020;522;33;2;1
ES-RI;18-08-2020;64;3;1;0
ES-VC;18-08-2020;500;24;5;1
ES-AN;19-08-2020;749;41;1;2
ES-AR;19-08-2020;352;32;2;15
ES-AS;19-08-2020;23;0;0;0
ES-CB;19-08-2020;49;2;0;1
ES-CE;19-08-2020;7;1;0;0
ES-CL;19-08-2020;445;23;2;2
ES-CM;19-08-2020;299;7;0;0
ES-CN;19-08-2020;188;13;1;0
ES-CT;19-08-2020;1238;34;4;6
ES-EX;19-08-2020;102;5;0;1
ES-GA;19-08-2020;197;17;1;1
ES-IB;19-08-2020;378;16;1;2
ES-MC;19-08-2020;127;15;0;0
ES-MD;19-08-2020;3106;82;5;7
ES-ML;19-08-2020;16;0;0;0
ES-NC;19-08-2020;117;6;0;0
ES-PV;19-08-2020;590;35;1;5
ES-RI;19-08-2020;58;4;1;0
ES-VC;19-08-2020;560;43;2;2
ES-AN;20-08-2020;762;38;3;1
ES-AR;20-08-2020;389;44;1;6
ES-AS;20-08-2020;40;0;0;0
ES-CB;20-08-2020;75;3;0;0
ES-CE;20-08-2020;6;1;0;0
ES-CL;20-08-2020;543;24;1;1
ES-CM;20-08-2020;377;3;0;1
ES-CN;20-08-2020;192;13;3;2
ES-CT;20-08-2020;1325;26;4;10
ES-EX;20-08-2020;59;2;1;0
ES-GA;20-08-2020;273;17;0;1
ES-IB;20-08-2020;345;13;2;1
ES-MC;20-08-2020;176;14;2;1
ES-MD;20-08-2020;2956;71;3;9
ES-ML;20-08-2020;5;0;0;0
ES-NC;20-08-2020;98;10;2;0
ES-PV;20-08-2020;718;40;3;3
ES-RI;20-08-2020;68;8;1;0
ES-VC;20-08-2020;570;25;2;1
ES-AN;21-08-2020;781;37;3;2
ES-AR;21-08-2020;284;41;3;13
ES-AS;21-08-2020;31;1;0;0
ES-CB;21-08-2020;91;11;0;0
ES-CE;21-08-2020;3;0;0;0
ES-CL;21-08-2020;370;25;3;0
ES-CM;21-08-2020;379;9;2;1
ES-CN;21-08-2020;324;11;1;0
ES-CT;21-08-2020;1427;33;1;4
ES-EX;21-08-2020;92;3;1;1
ES-GA;21-08-2020;240;17;2;3
ES-IB;21-08-2020;325;10;1;0
ES-MC;21-08-2020;289;19;2;0
ES-MD;21-08-2020;4294;61;4;8
ES-ML;21-08-2020;4;0;0;0
ES-NC;21-08-2020;158;2;1;0
ES-PV;21-08-2020;599;37;5;4
ES-RI;21-08-2020;55;3;0;1
ES-VC;21-08-2020;696;37;3;3
ES-AN;22-08-2020;728;26;2;2
ES-AR;22-08-2020;415;31;2;9
ES-AS;22-08-2020;26;0;0;0
ES-CB;22-08-2020;74;2;0;0
ES-CE;22-08-2020;8;0;0;0
ES-CL;22-08-2020;216;22;2;4
ES-CM;22-08-2020;328;10;1;2
ES-CN;22-08-2020;240;15;4;0
ES-CT;22-08-2020;545;27;2;4
ES-EX;22-08-2020;107;3;0;1
ES-GA;22-08-2020;221;12;2;2
ES-IB;22-08-2020;226;16;1;0
ES-MC;22-08-2020;262;24;4;0
ES-MD;22-08-2020;1137;54;0;9
ES-ML;22-08-2020;8;1;0;0
ES-NC;22-08-2020;109;5;0;1
ES-PV;22-08-2020;655;32;1;5
ES-RI;22-08-2020;64;7;0;0
ES-VC;22-08-2020;632;44;1;2
ES-AN;23-08-2020;714;45;2;5
ES-AR;23-08-2020;211;20;4;13
ES-AS;23-08-2020;19;4;0;1
ES-CB;23-08-2020;37;1;0;0
ES-CE;23-08-2020;3;0;0;0
ES-CL;23-08-2020;254;21;0;1
ES-CM;23-08-2020;180;6;0;1
ES-CN;23-08-2020;118;18;1;1
ES-CT;23-08-2020;455;21;5;5
ES-EX;23-08-2020;65;6;0;0
ES-GA;23-08-2020;206;10;1;1
ES-IB;23-08-2020;204;12;1;3
ES-MC;23-08-2020;182;19;2;0
ES-MD;23-08-2020;710;75;3;14
ES-ML;23-08-2020;25;1;0;0
ES-NC;23-08-2020;92;6;2;0
ES-PV;23-08-2020;449;24;4;4
ES-RI;23-08-2020;74;9;0;0
ES-VC;23-08-2020;277;30;5;3
ES-AN;24-08-2020;617;52;6;6
ES-AR;24-08-2020;174;37;4;2
ES-AS;24-08-2020;50;1;0;0
ES-CB;24-08-2020;51;4;0;0
ES-CE;24-08-2020;9;0;0;0
ES-CL;24-08-2020;385;34;2;3
ES-CM;24-08-2020;245;8;1;2
ES-CN;24-08-2020;225;16;2;0
ES-CT;24-08-2020;1162;45;3;13
ES-EX;24-08-2020;67;5;1;0
ES-GA;24-08-2020;179;17;2;0
ES-IB;24-08-2020;263;21;7;4
ES-MC;24-08-2020;154;19;2;1
ES-MD;24-08-2020;1361;91;4;14
ES-ML;24-08-2020;12;0;0;0
ES-NC;24-08-2020;93;4;0;0
ES-PV;24-08-2020;405;37;6;6
ES-RI;24-08-2020;55;3;0;1
ES-VC;24-08-2020;491;34;4;3
ES-AN;25-08-2020;856;61;6;1
ES-AR;25-08-2020;293;40;2;8
ES-AS;25-08-2020;46;2;0;0
ES-CB;25-08-2020;82;6;0;0
ES-CE;25-08-2020;12;0;0;0
ES-CL;25-08-2020;564;34;4;4
ES-CM;25-08-2020;376;8;1;2
ES-CN;25-08-2020;312;20;4;1
ES-CT;25-08-2020;1393;23;3;4
ES-EX;25-08-2020;93;3;1;0
ES-GA;25-08-2020;326;19;2;0
ES-IB;25-08-2020;306;25;1;0
ES-MC;25-08-2020;309;25;4;1
ES-MD;25-08-2020;3962;90;3;10
ES-ML;25-08-2020;13;1;1;0
ES-NC;25-08-2020;120;7;2;0
ES-PV;25-08-2020;596;30;1;5
ES-RI;25-08-2020;93;2;0;0
ES-VC;25-08-2020;521;42;2;1
ES-AN;26-08-2020;1050;56;5;5
ES-AR;26-08-2020;289;25;1;2
ES-AS;26-08-2020;37;3;0;0
ES-CB;26-08-2020;89;4;0;0
ES-CE;26-08-2020;5;0;0;0
ES-CL;26-08-2020;408;36;1;4
ES-CM;26-08-2020;428;9;1;2
ES-CN;26-08-2020;343;25;4;2
ES-CT;26-08-2020;1489;26;1;5
ES-EX;26-08-2020;90;6;1;0
ES-GA;26-08-2020;250;14;0;1
ES-IB;26-08-2020;353;8;4;2
ES-MC;26-08-2020;269;10;1;0
ES-MD;26-08-2020;3391;81;2;12
ES-ML;26-08-2020;8;0;0;0
ES-NC;26-08-2020;245;9;0;0
ES-PV;26-08-2020;743;40;4;10
ES-RI;26-08-2020;89;8;0;0
ES-VC;26-08-2020;696;33;7;4
ES-AN;27-08-2020;1089;53;4;3
ES-AR;27-08-2020;199;50;1;10
ES-AS;27-08-2020;36;3;0;0
ES-CB;27-08-2020;92;4;0;0
ES-CE;27-08-2020;4;0;0;0
ES-CL;27-08-2020;623;41;1;4
ES-CM;27-08-2020;533;11;1;0
ES-CN;27-08-2020;315;19;3;1
ES-CT;27-08-2020;1343;36;3;7
ES-EX;27-08-2020;79;4;1;0
ES-GA;27-08-2020;275;19;0;0
ES-IB;27-08-2020;251;23;5;1
ES-MC;27-08-2020;328;24;2;1
ES-MD;27-08-2020;3389;104;7;14
ES-ML;27-08-2020;9;2;0;0
ES-NC;27-08-2020;170;8;0;0
ES-PV;27-08-2020;773;47;3;2
ES-RI;27-08-2020;78;6;1;0
ES-VC;27-08-2020;713;34;4;3
ES-AN;28-08-2020;1101;68;6;5
ES-AR;28-08-2020;303;37;2;3
ES-AS;28-08-2020;45;6;0;0
ES-CB;28-08-2020;124;2;0;0
ES-CE;28-08-2020;14;4;0;1
ES-CL;28-08-2020;531;41;4;8
ES-CM;28-08-2020;508;15;1;1
ES-CN;28-08-2020;273;19;0;1
ES-CT;28-08-2020;1345;40;3;8
ES-EX;28-08-2020;130;3;1;0
ES-GA;28-08-2020;338;25;3;3
ES-IB;28-08-2020;297;18;2;3
ES-MC;28-08-2020;359;29;5;0
ES-MD;28-08-2020;4545;99;4;19
ES-ML;28-08-2020;14;0;0;0
ES-NC;28-08-2020;164;9;2;0
ES-PV;28-08-2020;883;48;3;9
ES-RI;28-08-2020;97;13;1;0
ES-VC;28-08-2020;854;49;2;4
ES-AN;29-08-2020;928;50;4;5
ES-AR;29-08-2020;272;23;2;2
ES-AS;29-08-2020;31;1;1;0
ES-CB;29-08-2020;113;4;0;2
ES-CE;29-08-2020;4;1;0;0
ES-CL;29-08-2020;533;37;1;5
ES-CM;29-08-2020;396;11;0;1
ES-CN;29-08-2020;337;24;3;1
ES-CT;29-08-2020;532;26;2;5
ES-EX;29-08-2020;80;3;1;1
ES-GA;29-08-2020;291;23;3;3
ES-IB;29-08-2020;277;20;6;1
ES-MC;29-08-2020;256;31;7;0
ES-MD;29-08-2020;1071;65;5;9
ES-ML;29-08-2020;16;0;0;0
ES-NC;29-08-2020;153;9;0;1
ES-PV;29-08-2020;661;28;3;6
ES-RI;29-08-2020;160;12;0;2
ES-VC;29-08-2020;713;38;3;3
ES-AN;30-08-2020;801;55;8;6
ES-AR;30-08-2020;181;22;2;6
ES-AS;30-08-2020;27;5;1;0
ES-CB;30-08-2020;67;4;0;0
ES-CE;30-08-2020;8;0;0;0
ES-CL;30-08-2020;351;16;7;4
ES-CM;30-08-2020;267;10;0;2
ES-CN;30-08-2020;303;22;1;0
ES-CT;30-08-2020;453;15;2;5
ES-EX;30-08-2020;121;8;1;0
ES-GA;30-08-2020;263;19;1;2
ES-IB;30-08-2020;119;16;3;9
ES-MC;30-08-2020;284;22;0;0
ES-MD;30-08-2020;911;74;3;12
ES-ML;30-08-2020;8;3;0;0
ES-NC;30-08-2020;130;10;0;0
ES-PV;30-08-2020;414;17;0;3
ES-RI;30-08-2020;99;8;0;0
ES-VC;30-08-2020;349;28;3;4
ES-AN;31-08-2020;921;75;8;7
ES-AR;31-08-2020;248;27;3;7
ES-AS;31-08-2020;29;4;0;0
ES-CB;31-08-2020;62;5;1;1
ES-CE;31-08-2020;14;0;0;0
ES-CL;31-08-2020;276;31;3;8
ES-CM;31-08-2020;341;17;2;1
ES-CN;31-08-2020;238;15;4;0
ES-CT;31-08-2020;1130;37;3;5
ES-EX;31-08-2020;103;5;0;0
ES-GA;31-08-2020;184;26;2;2
ES-IB;31-08-2020;258;17;2;2
ES-MC;31-08-2020;263;37;4;0
ES-MD;31-08-2020;1444;104;1;20
ES-ML;31-08-2020;10;0;0;0
ES-NC;31-08-2020;147;4;0;1
ES-PV;31-08-2020;454;47;3;4
ES-RI;31-08-2020;41;6;1;1
ES-VC;31-08-2020;449;55;5;3
ES-AN;01-09-2020;1020;81;6;5
ES-AR;01-09-2020;237;27;2;13
ES-AS;01-09-2020;39;2;2;0
ES-CB;01-09-2020;114;6;0;0
ES-CE;01-09-2020;9;0;0;0
ES-CL;01-09-2020;357;37;3;1
ES-CM;01-09-2020;502;13;1;2
ES-CN;01-09-2020;266;19;4;2
ES-CT;01-09-2020;1361;37;4;9
ES-EX;01-09-2020;105;4;1;2
ES-GA;01-09-2020;251;27;0;1
ES-IB;01-09-2020;263;13;2;3
ES-MC;01-09-2020;316;23;1;1
ES-MD;01-09-2020;4171;103;8;11
ES-ML;01-09-2020;23;1;1;0
ES-NC;01-09-2020;139;10;1;1
ES-PV;01-09-2020;574;58;3;10
ES-RI;01-09-2020;92;10;0;1
ES-VC;01-09-2020;586;48;9;5
ES-AN;02-09-2020;1156;83;10;11
ES-AR;02-09-2020;237;29;1;10
ES-AS;02-09-2020;63;2;0;0
ES-CB;02-09-2020;102;4;0;1
ES-CE;02-09-2020;4;1;0;0
ES-CL;02-09-2020;435;21;3;3
ES-CM;02-09-2020;689;11;2;2
ES-CN;02-09-2020;337;31;4;3
ES-CT;02-09-2020;1159;34;3;5
ES-EX;02-09-2020;132;7;0;0
ES-GA;02-09-2020;284;29;4;5
ES-IB;02-09-2020;242;22;3;5
ES-MC;02-09-2020;440;29;6;0
ES-MD;02-09-2020;3829;94;2;21
ES-ML;02-09-2020;17;1;0;0
ES-NC;02-09-2020;121;12;1;0
ES-PV;02-09-2020;613;55;5;6
ES-RI;02-09-2020;60;9;2;0
ES-VC;02-09-2020;774;45;10;4
ES-AN;03-09-2020;1088;71;14;5
ES-AR;03-09-2020;351;27;1;4
ES-AS;03-09-2020;52;7;0;1
ES-CB;03-09-2020;146;4;0;0
ES-CE;03-09-2020;5;1;0;0
ES-CL;03-09-2020;614;30;2;3
ES-CM;03-09-2020;600;20;1;1
ES-CN;03-09-2020;380;25;8;1
ES-CT;03-09-2020;1247;31;1;8
ES-EX;03-09-2020;186;5;3;1
ES-GA;03-09-2020;258;32;1;4
ES-IB;03-09-2020;229;25;2;2
ES-MC;03-09-2020;403;42;4;2
ES-MD;03-09-2020;3734;98;3;24
ES-ML;03-09-2020;19;0;1;1
ES-NC;03-09-2020;166;20;3;0
ES-PV;03-09-2020;706;44;6;8
ES-RI;03-09-2020;89;7;1;1
ES-VC;03-09-2020;631;43;5;5
ES-AN;04-09-2020;1486;90;10;9
ES-AR;04-09-2020;270;38;0;3
ES-AS;04-09-2020;67;5;0;1
ES-CB;04-09-2020;119;3;1;1
ES-CE;04-09-2020;12;0;1;0
ES-CL;04-09-2020;569;41;2;5
ES-CM;04-09-2020;769;17;2;3
ES-CN;04-09-2020;386;17;5;1
ES-CT;04-09-2020;1467;43;3;6
ES-EX;04-09-2020;161;7;1;2
ES-GA;04-09-2020;240;25;2;3
ES-IB;04-09-2020;185;21;2;2
ES-MC;04-09-2020;417;28;4;1
ES-MD;04-09-2020;5214;112;5;21
ES-ML;04-09-2020;25;2;0;0
ES-NC;04-09-2020;188;12;1;3
ES-PV;04-09-2020;775;42;4;8
ES-RI;04-09-2020;96;9;1;0
ES-VC;04-09-2020;685;53;4;3
ES-AN;05-09-2020;1060;80;5;11
ES-AR;05-09-2020;418;22;1;2
ES-AS;05-09-2020;51;5;2;0
ES-CB;05-09-2020;116;7;2;0
ES-CE;05-09-2020;9;0;0;0
ES-CL;05-09-2020;597;36;2;5
ES-CM;05-09-2020;564;12;0;4
ES-CN;05-09-2020;292;20;3;4
ES-CT;05-09-2020;586;31;0;7
ES-EX;05-09-2020;137;8;0;0
ES-GA;05-09-2020;258;15;0;3
ES-IB;05-09-2020;135;17;0;1
ES-MC;05-09-2020;400;30;5;0
ES-MD;05-09-2020;1714;59;8;9
ES-ML;05-09-2020;12;0;0;0
ES-NC;05-09-2020;268;8;0;0
ES-PV;05-09-2020;614;38;3;11
ES-RI;05-09-2020;86;9;0;2
ES-VC;05-09-2020;551;40;4;4
ES-AN;06-09-2020;818;64;4;10
ES-AR;06-09-2020;220;26;2;3
ES-AS;06-09-2020;55;6;1;0
ES-CB;06-09-2020;60;2;0;0
ES-CE;06-09-2020;11;0;0;0
ES-CL;06-09-2020;573;42;3;5
ES-CM;06-09-2020;300;20;2;1
ES-CN;06-09-2020;185;17;4;2
ES-CT;06-09-2020;406;28;2;5
ES-EX;06-09-2020;123;5;0;1
ES-GA;06-09-2020;208;14;3;2
ES-IB;06-09-2020;91;12;3;1
ES-MC;06-09-2020;297;24;7;3
ES-MD;06-09-2020;1077;66;3;15
ES-ML;06-09-2020;12;5;0;0
ES-NC;06-09-2020;112;11;0;1
ES-PV;06-09-2020;508;29;4;6
ES-RI;06-09-2020;74;8;2;1
ES-VC;06-09-2020;350;31;4;4
ES-AN;07-09-2020;766;95;5;5
ES-AR;07-09-2020;219;36;1;8
ES-AS;07-09-2020;14;3;0;1
ES-CB;07-09-2020;80;6;2;1
ES-CE;07-09-2020;1;0;0;1
ES-CL;07-09-2020;378;38;3;5
ES-CM;07-09-2020;459;18;0;5
ES-CN;07-09-2020;188;25;6;2
ES-CT;07-09-2020;1014;37;5;6
ES-EX;07-09-2020;101;14;0;1
ES-GA;07-09-2020;234;14;4;2
ES-IB;07-09-2020;170;16;1;3
ES-MC;07-09-2020;267;28;3;1
ES-MD;07-09-2020;1931;96;3;22
ES-ML;07-09-2020;11;0;0;0
ES-NC;07-09-2020;261;14;1;0
ES-PV;07-09-2020;404;32;5;9
ES-RI;07-09-2020;96;12;1;2
ES-VC;07-09-2020;412;61;3;5
ES-AN;08-09-2020;1003;92;9;7
ES-AR;08-09-2020;292;35;1;12
ES-AS;08-09-2020;64;5;1;0
ES-CB;08-09-2020;109;0;0;0
ES-CE;08-09-2020;20;1;0;0
ES-CL;08-09-2020;680;36;4;3
ES-CM;08-09-2020;581;22;0;2
ES-CN;08-09-2020;224;22;7;3
ES-CT;08-09-2020;1218;45;3;6
ES-EX;08-09-2020;131;11;1;4
ES-GA;08-09-2020;258;26;3;3
ES-IB;08-09-2020;170;15;1;4
ES-MC;08-09-2020;371;38;7;1
ES-MD;08-09-2020;5148;110;8;20
ES-ML;08-09-2020;31;1;0;0
ES-NC;08-09-2020;201;17;0;0
ES-PV;08-09-2020;679;60;5;9
ES-RI;08-09-2020;38;12;0;1
ES-VC;08-09-2020;668;37;2;5
ES-AN;09-09-2020;1396;95;6;16
ES-AR;09-09-2020;379;30;2;9
ES-AS;09-09-2020;25;5;1;0
ES-CB;09-09-2020;172;6;0;0
ES-CE;09-09-2020;5;0;0;1
ES-CL;09-09-2020;583;34;1;6
ES-CM;09-09-2020;648;17;3;1
ES-CN;09-09-2020;270;18;4;3
ES-CT;09-09-2020;1221;32;0;12
ES-EX;09-09-2020;187;13;1;0
ES-GA;09-09-2020;261;30;4;8
ES-IB;09-09-2020;179;11;0;4
ES-MC;09-09-2020;484;28;5;2
ES-MD;09-09-2020;5088;113;6;15
ES-ML;09-09-2020;41;6;0;0
ES-NC;09-09-2020;345;20;0;1
ES-PV;09-09-2020;647;59;1;5
ES-RI;09-09-2020;89;5;1;2
ES-VC;09-09-2020;710;39;6;4
ES-AN;10-09-2020;1244;90;9;11
ES-AR;10-09-2020;384;20;2;8
ES-AS;10-09-2020;44;5;0;0
ES-CB;10-09-2020;151;6;0;0
ES-CE;10-09-2020;10;0;0;0
ES-CL;10-09-2020;948;32;2;3
ES-CM;10-09-2020;894;27;2;3
ES-CN;10-09-2020;258;29;6;3
ES-CT;10-09-2020;1425;37;1;13
ES-EX;10-09-2020;236;12;0;0
ES-GA;10-09-2020;262;24;0;2
ES-IB;10-09-2020;155;15;2;4
ES-MC;10-09-2020;441;29;1;5
ES-MD;10-09-2020;4798;97;8;24
ES-ML;10-09-2020;29;1;1;0
ES-NC;10-09-2020;314;19;1;1
ES-PV;10-09-2020;609;47;3;8
ES-RI;10-09-2020;52;7;0;2
ES-VC;10-09-2020;696;45;3;1
ES-AN;11-09-2020;1556;77;9;15
ES-AR;11-09-2020;507;39;2;6
ES-AS;11-09-2020;84;6;1;1
ES-CB;11-09-2020;118;5;0;0
ES-CE;11-09-2020;19;0;0;1
ES-CL;11-09-2020;893;55;2;5
ES-CM;11-09-2020;765;22;1;10
ES-CN;11-09-2020;259;20;7;4
ES-CT;11-09-2020;563;38;7;5
ES-EX;11-09-2020;234;14;1;1
ES-GA;11-09-2020;225;30;1;3
ES-IB;11-09-2020;129;23;2;1
ES-MC;11-09-2020;463;41;5;4
ES-MD;11-09-2020;6656;131;4;23
ES-ML;11-09-2020;24;1;0;0
ES-NC;11-09-2020;304;12;1;1
ES-PV;11-09-2020;690;55;5;9
ES-RI;11-09-2020;114;10;0;0
ES-VC;11-09-2020;748;42;3;2
ES-AN;12-09-2020;985;74;8;11
ES-AR;12-09-2020;341;31;2;9
ES-AS;12-09-2020;66;1;1;0
ES-CB;12-09-2020;122;11;0;0
ES-CE;12-09-2020;15;1;0;1
ES-CL;12-09-2020;662;51;4;9
ES-CM;12-09-2020;679;17;3;7
ES-CN;12-09-2020;264;15;2;0
ES-CT;12-09-2020;625;25;2;3
ES-EX;12-09-2020;189;11;2;1
ES-GA;12-09-2020;195;28;1;2
ES-IB;12-09-2020;68;15;0;3
ES-MC;12-09-2020;454;36;5;2
ES-MD;12-09-2020;2150;114;6;33
ES-ML;12-09-2020;18;1;0;1
ES-NC;12-09-2020;284;15;1;3
ES-PV;12-09-2020;518;34;0;10
ES-RI;12-09-2020;129;12;1;0
ES-VC;12-09-2020;487;42;2;3
ES-AN;13-09-2020;803;92;6;15
ES-AR;13-09-2020;396;22;1;11
ES-AS;13-09-2020;70;3;0;0
ES-CB;13-09-2020;108;9;1;0
ES-CE;13-09-2020;3;0;0;0
ES-CL;13-09-2020;455;43;5;7
ES-CM;13-09-2020;417;21;2;8
ES-CN;13-09-2020;207;14;0;2
ES-CT;13-09-2020;421;31;5;4
ES-EX;13-09-2020;165;9;2;0
ES-GA;13-09-2020;273;17;3;6
ES-IB;13-09-2020;65;15;5;3
ES-MC;13-09-2020;448;26;1;3
ES-MD;13-09-2020;1533;82;5;29
ES-ML;13-09-2020;14;0;1;0
ES-NC;13-09-2020;281;8;1;2
ES-PV;13-09-2020;306;26;0;7
ES-RI;13-09-2020;121;12;1;0
ES-VC;13-09-2020;338;33;3;5
ES-AN;14-09-2020;821;95;6;17
ES-AR;14-09-2020;227;29;0;3
ES-AS;14-09-2020;52;9;1;1
ES-CB;14-09-2020;78;7;0;0
ES-CE;14-09-2020;7;1;0;0
ES-CL;14-09-2020;473;58;1;6
ES-CM;14-09-2020;502;28;1;4
ES-CN;14-09-2020;115;17;4;6
ES-CT;14-09-2020;1047;40;1;13
ES-EX;14-09-2020;210;19;1;0
ES-GA;14-09-2020;204;25;3;6
ES-IB;14-09-2020;140;14;3;0
ES-MC;14-09-2020;534;29;6;1
ES-MD;14-09-2020;2589;152;4;22
ES-ML;14-09-2020;15;1;0;0
ES-NC;14-09-2020;314;19;3;1
ES-PV;14-09-2020;310;31;7;10
ES-RI;14-09-2020;73;11;4;3
ES-VC;14-09-2020;442;60;5;4
ES-AN;15-09-2020;1114;98;8;15
ES-AR;15-09-2020;299;42;4;11
ES-AS;15-09-2020;70;1;0;0
ES-CB;15-09-2020;85;9;0;1
ES-CE;15-09-2020;7;1;1;0
ES-CL;15-09-2020;858;47;3;8
ES-CM;15-09-2020;759;39;3;12
ES-CN;15-09-2020;181;14;4;2
ES-CT;15-09-2020;1513;50;6;6
ES-EX;15-09-2020;236;14;1;1
ES-GA;15-09-2020;165;20;2;3
ES-IB;15-09-2020;242;17;4;3
ES-MC;15-09-2020;494;23;2;7
ES-MD;15-09-2020;6426;121;5;30
ES-ML;15-09-2020;4;1;0;0
ES-NC;15-09-2020;299;24;1;1
ES-PV;15-09-2020;469;41;1;12
ES-RI;15-09-2020;70;5;1;2
ES-VC;15-09-2020;502;45;4;10
ES-AN;16-09-2020;1517;93;9;11
ES-AR;16-09-2020;334;40;1;5
ES-AS;16-09-2020;80;2;1;1
ES-CB;16-09-2020;122;0;0;0
ES-CE;16-09-2020;3;0;0;1
ES-CL;16-09-2020;817;65;5;4
ES-CM;16-09-2020;820;22;2;9
ES-CN;16-09-2020;152;17;1;1
ES-CT;16-09-2020;1440;34;2;9
ES-EX;16-09-2020;262;21;0;2
ES-GA;16-09-2020;233;28;2;5
ES-IB;16-09-2020;278;13;3;3
ES-MC;16-09-2020;457;39;4;0
ES-MD;16-09-2020;5848;97;2;28
ES-ML;16-09-2020;6;1;0;0
ES-NC;16-09-2020;229;21;5;2
ES-PV;16-09-2020;604;29;4;14
ES-RI;16-09-2020;166;11;4;3
ES-VC;16-09-2020;618;42;3;9
ES-AN;17-09-2020;1380;93;10;10
ES-AR;17-09-2020;423;35;1;8
