fecha,ccaa,num_antigenos_positivos,num_antigenos,num_pcr_positivos,num_pcr
2020-06-25,Extremadura,0,0,8,550
2020-06-25,Galicia,0,0,10,1790
2020-06-25,La Rioja,0,0,4,286
2020-06-25,Madrid,0,0,131,6133
2020-06-25,Melilla,0,0,0,42
2020-06-25,Murcia,0,0,5,911
2020-06-25,Navarra,0,0,12,1095
2020-06-25,País Vasco,0,0,25,2975
2020-06-26,Andalucía,0,0,37,3805
2020-06-26,Aragón,0,0,48,1455
2020-06-26,Asturias,0,0,1,1256
2020-06-26,Baleares,0,0,12,1244
2020-06-26,Canarias,0,0,1,1616
2020-06-26,Cantabria,0,0,9,963
2020-06-26,Castilla y Castilla y León,0,0,6,596
2020-06-26,Castilla y León,0,0,34,1990
2020-06-26,Castilla-La Mancha,0,0,34,1652
2020-06-26,Cataluña,0,0,300,7749
2020-06-26,Ceuta,0,0,0,48
2020-06-26,Comunitat Valenciana,0,0,14,3222
2020-06-26,DESLOCALIZADOS,0,0,45,1574
2020-06-26,Extremadura,0,0,0,656
2020-06-26,Galicia,0,0,6,2764
2020-06-26,La Rioja,0,0,2,326
2020-06-26,Madrid,0,0,152,7136
2020-06-26,Melilla,0,0,0,46
2020-06-26,Murcia,0,0,12,835
2020-06-26,Navarra,0,0,16,905
2020-06-26,País Vasco,0,0,17,3020
2020-06-27,Andalucía,0,0,17,2610
2020-06-27,Aragón,0,0,15,596
2020-06-27,Asturias,0,0,1,970
2020-06-27,Baleares,0,0,9,658
2020-06-27,Canarias,0,0,1,716
2020-06-27,Cantabria,0,0,1,350
2020-06-27,Castilla y Castilla y León,0,0,6,444
2020-06-27,Castilla y León,0,0,10,763
2020-06-27,Castilla-La Mancha,0,0,23,882
2020-06-27,Cataluña,0,0,66,2588
2020-06-27,Ceuta,0,0,0,9
2020-06-27,Comunitat Valenciana,0,0,22,2338
2020-06-27,DESLOCALIZADOS,0,0,14,698
2020-06-27,Extremadura,0,0,0,321
2020-06-27,Galicia,0,0,9,2524
2020-06-27,La Rioja,0,0,0,276
2020-06-27,Madrid,0,0,76,3832
2020-06-27,Melilla,0,0,0,20
2020-06-27,Murcia,0,0,9,845
2020-06-27,Navarra,0,0,10,742
2020-06-27,País Vasco,0,0,7,2054
2020-06-28,Andalucía,0,0,29,1416
2020-06-28,Aragón,0,0,6,270
2020-06-28,Asturias,0,0,0,846
2020-06-28,Baleares,0,0,1,466
2020-06-28,Canarias,0,0,1,515
2020-06-28,Cantabria,0,0,1,374
2020-06-28,Castilla y Castilla y León,0,0,4,273
2020-06-28,Castilla y León,0,0,5,662
2020-06-28,Castilla-La Mancha,0,0,10,526
2020-06-28,Cataluña,0,0,69,1665
2020-06-28,Ceuta,0,0,0,2
2020-06-28,Comunitat Valenciana,0,0,18,1024
2020-06-28,DESLOCALIZADOS,0,0,19,468
2020-06-28,Extremadura,0,0,0,295
2020-06-28,Galicia,0,0,7,2966
2020-06-28,La Rioja,0,0,0,164
2020-06-28,Madrid,0,0,28,1773
2020-06-28,Melilla,0,0,0,17
2020-06-28,Murcia,0,0,2,342
2020-06-28,Navarra,0,0,6,415
2020-06-28,País Vasco,0,0,6,1453
2020-06-29,Andalucía,0,0,13,2770
2020-06-29,Aragón,0,0,20,1284
2020-06-29,Asturias,0,0,1,863
2020-06-29,Baleares,0,0,17,999
2020-06-29,Canarias,0,0,1,1036
2020-06-29,Cantabria,0,0,2,1033
2020-06-29,Castilla y Castilla y León,0,0,4,351
2020-06-29,Castilla y León,0,0,31,1625
2020-06-29,Castilla-La Mancha,0,0,24,1362
2020-06-29,Cataluña,0,0,128,4953
2020-06-29,Ceuta,0,0,0,37
2020-06-29,Comunitat Valenciana,0,0,17,2877
2020-06-29,DESLOCALIZADOS,0,0,32,1209
2020-06-29,Extremadura,0,0,5,735
2020-06-29,Galicia,0,0,8,2483
2020-06-29,La Rioja,0,0,2,337
2020-06-29,Madrid,0,0,80,4517
2020-06-29,Melilla,0,0,0,44
2020-06-29,Murcia,0,0,0,513
2020-06-29,Navarra,0,0,1,617
2020-06-29,País Vasco,0,0,11,2354
2020-06-30,Andalucía,0,0,38,4327
2020-06-30,Aragón,0,0,25,1149
2020-06-30,Asturias,0,0,1,1448
2020-06-30,Baleares,0,0,16,1243
2020-06-30,Canarias,0,0,25,1611
2020-06-30,Cantabria,0,0,2,870
2020-06-30,Castilla y Castilla y León,0,0,6,409
2020-06-30,Castilla y León,0,0,27,2044
2020-06-30,Castilla-La Mancha,0,0,23,1249
2020-06-30,Cataluña,0,0,253,6727
2020-06-30,Ceuta,0,0,0,41
2020-06-30,Comunitat Valenciana,0,0,27,3649
2020-06-30,DESLOCALIZADOS,0,0,34,1208
2020-06-30,Extremadura,0,0,13,668
2020-06-30,Galicia,0,0,9,3151
2020-06-30,La Rioja,0,0,2,389
2020-06-30,Madrid,0,0,107,6527
2020-06-30,Melilla,0,0,0,35
2020-06-30,Murcia,0,0,8,1071
2020-06-30,Navarra,0,0,8,1102
2020-06-30,País Vasco,0,0,21,2926
2020-07-01,Andalucía,0,0,18,3190
2020-07-01,Aragón,0,0,41,1146
2020-07-01,Asturias,0,0,2,1322
2020-07-01,Baleares,0,0,14,1151
2020-07-01,Canarias,0,0,3,1111
2020-07-01,Cantabria,0,0,0,671
2020-07-01,Castilla y Castilla y León,0,0,3,451
2020-07-01,Castilla y León,0,0,26,1935
2020-07-01,Castilla-La Mancha,0,0,51,1573
2020-07-01,Cataluña,0,0,249,5829
2020-07-01,Ceuta,0,0,0,23
2020-07-01,Comunitat Valenciana,0,0,17,3225
2020-07-01,DESLOCALIZADOS,0,0,38,939
2020-07-01,Extremadura,0,0,11,592
2020-07-01,Galicia,0,0,22,3299
2020-07-01,La Rioja,0,0,1,306
2020-07-01,Madrid,0,0,116,6693
2020-07-01,Melilla,0,0,0,27
2020-07-01,Murcia,0,0,5,1117
2020-07-01,Navarra,0,0,10,988
2020-07-01,País Vasco,0,0,10,3402
2020-07-02,Andalucía,0,0,13,3081
2020-07-02,Aragón,0,0,31,956
2020-07-02,Asturias,0,0,1,1147
2020-07-02,Baleares,0,0,4,948
2020-07-02,Canarias,0,0,1,920
2020-07-02,Cantabria,0,0,1,644
2020-07-02,Castilla y Castilla y León,0,0,3,469
2020-07-02,Castilla y León,0,0,27,1505
2020-07-02,Castilla-La Mancha,0,0,26,1318
2020-07-02,Cataluña,0,0,278,5365
2020-07-02,Ceuta,0,0,0,30
2020-07-02,Comunitat Valenciana,0,0,36,2855
2020-07-02,DESLOCALIZADOS,0,0,39,981
2020-07-02,Extremadura,0,0,5,539
2020-07-02,Galicia,0,0,12,3140
2020-07-02,La Rioja,0,0,0,282
2020-07-02,Madrid,0,0,86,5290
2020-07-02,Melilla,0,0,0,37
2020-07-02,Murcia,0,0,8,809
2020-07-02,Navarra,0,0,7,902
2020-07-02,País Vasco,0,0,20,2791
2020-07-03,Andalucía,0,0,33,3243
2020-07-03,Aragón,0,0,47,1297
2020-07-03,Asturias,0,0,0,1098
2020-07-03,Baleares,0,0,4,1031
2020-07-03,Canarias,0,0,33,1050
2020-07-03,Cantabria,0,0,15,814
2020-07-03,Castilla y Castilla y León,0,0,1,337
2020-07-03,Castilla y León,0,0,19,1701
2020-07-03,Castilla-La Mancha,0,0,31,1417
2020-07-03,Cataluña,0,0,350,7253
2020-07-03,Ceuta,0,0,0,42
2020-07-03,Comunitat Valenciana,0,0,27,2977
2020-07-03,DESLOCALIZADOS,0,0,43,1107
2020-07-03,Extremadura,0,0,15,694
2020-07-03,Galicia,0,0,33,2977
2020-07-03,La Rioja,0,0,2,269
2020-07-03,Madrid,0,0,98,6713
2020-07-03,Melilla,0,0,0,33
2020-07-03,Murcia,0,0,3,834
2020-07-03,Navarra,0,0,5,659
2020-07-03,País Vasco,0,0,23,2415
2020-07-04,Andalucía,0,0,14,2719
2020-07-04,Aragón,0,0,17,518
2020-07-04,Asturias,0,0,0,756
2020-07-04,Baleares,0,0,5,815
2020-07-04,Canarias,0,0,3,1017
2020-07-04,Cantabria,0,0,0,268
2020-07-04,Castilla y Castilla y León,0,0,3,351
2020-07-04,Castilla y León,0,0,13,691
2020-07-04,Castilla-La Mancha,0,0,21,1054
2020-07-04,Cataluña,0,0,149,2314
2020-07-04,Ceuta,0,0,0,9
2020-07-04,Comunitat Valenciana,0,0,11,2228
2020-07-04,DESLOCALIZADOS,0,0,20,723
2020-07-04,Extremadura,0,0,4,277
2020-07-04,Galicia,0,0,27,2231
2020-07-04,La Rioja,0,0,0,238
2020-07-04,Madrid,0,0,65,3650
2020-07-04,Melilla,0,0,0,31
2020-07-04,Murcia,0,0,8,784
2020-07-04,Navarra,0,0,4,385
2020-07-04,País Vasco,0,0,15,2205
2020-07-05,Andalucía,0,0,9,1568
2020-07-05,Aragón,0,0,8,304
2020-07-05,Asturias,0,0,0,729
2020-07-05,Baleares,0,0,5,448
2020-07-05,Canarias,0,0,0,485
2020-07-05,Cantabria,0,0,0,171
2020-07-05,Castilla y Castilla y León,0,0,0,113
2020-07-05,Castilla y León,0,0,3,596
2020-07-05,Castilla-La Mancha,0,0,8,573
2020-07-05,Cataluña,0,0,98,1635
2020-07-05,Ceuta,0,0,0,6
2020-07-05,Comunitat Valenciana,0,0,7,1164
2020-07-05,DESLOCALIZADOS,0,0,19,415
2020-07-05,Extremadura,0,0,2,288
2020-07-05,Galicia,0,0,23,2100
2020-07-05,La Rioja,0,0,0,158
2020-07-05,Madrid,0,0,26,1704
2020-07-05,Melilla,0,0,0,20
2020-07-05,Murcia,0,0,2,502
2020-07-05,Navarra,0,0,9,372
2020-07-05,País Vasco,0,0,9,1176
2020-07-06,Andalucía,0,0,18,3101
2020-07-06,Aragón,0,0,64,1220
2020-07-06,Asturias,0,0,0,927
2020-07-06,Baleares,0,0,3,952
2020-07-06,Canarias,0,0,3,906
2020-07-06,Cantabria,0,0,0,674
2020-07-06,Castilla y Castilla y León,0,0,0,394
2020-07-06,Castilla y León,0,0,26,1589
2020-07-06,Castilla-La Mancha,0,0,10,1172
2020-07-06,Cataluña,0,0,192,4960
2020-07-06,Ceuta,0,0,0,44
2020-07-06,Comunitat Valenciana,0,0,20,2650
2020-07-06,DESLOCALIZADOS,0,0,30,854
2020-07-06,Extremadura,0,0,7,627
2020-07-06,Galicia,0,0,8,2134
2020-07-06,La Rioja,0,0,2,276
2020-07-06,Madrid,0,0,56,4104
2020-07-06,Melilla,0,0,0,32
2020-07-06,Murcia,0,0,4,639
2020-07-06,Navarra,0,0,6,360
2020-07-06,País Vasco,0,0,19,2541
2020-07-07,Andalucía,0,0,34,3711
2020-07-07,Aragón,0,0,66,1146
2020-07-07,Asturias,0,0,1,1318
2020-07-07,Baleares,0,0,9,1532
2020-07-07,Canarias,0,0,2,1108
2020-07-07,Cantabria,0,0,14,714
2020-07-07,Castilla y Castilla y León,0,0,0,299
2020-07-07,Castilla y León,0,0,24,1777
2020-07-07,Castilla-La Mancha,0,0,19,1494
2020-07-07,Cataluña,0,0,406,7449
2020-07-07,Ceuta,0,0,0,36
2020-07-07,Comunitat Valenciana,0,0,40,3266
2020-07-07,DESLOCALIZADOS,0,0,58,1058
2020-07-07,Extremadura,0,0,15,809
2020-07-07,Galicia,0,0,40,3109
2020-07-07,La Rioja,0,0,2,313
2020-07-07,Madrid,0,0,117,6553
2020-07-07,Melilla,0,0,0,23
2020-07-07,Murcia,0,0,10,814
2020-07-07,Navarra,0,0,7,523
2020-07-07,País Vasco,0,0,40,4346
2020-07-08,Andalucía,0,0,46,3601
2020-07-08,Aragón,0,0,77,1233
2020-07-08,Asturias,0,0,1,1420
2020-07-08,Baleares,0,0,11,1055
2020-07-08,Canarias,0,0,9,1164
2020-07-08,Cantabria,0,0,0,728
2020-07-08,Castilla y Castilla y León,0,0,5,472
2020-07-08,Castilla y León,0,0,23,1554
2020-07-08,Castilla-La Mancha,0,0,30,1632
2020-07-08,Cataluña,0,0,444,6841
2020-07-08,Ceuta,0,0,0,31
2020-07-08,Comunitat Valenciana,0,0,40,3492
2020-07-08,DESLOCALIZADOS,0,0,55,1121
2020-07-08,Extremadura,0,0,10,525
2020-07-08,Galicia,0,0,27,2867
2020-07-08,La Rioja,0,0,1,338
2020-07-08,Madrid,0,0,83,5809
2020-07-08,Melilla,0,0,0,35
2020-07-08,Murcia,0,0,11,1052
2020-07-08,Navarra,0,0,7,560
2020-07-08,País Vasco,0,0,36,3986
2020-07-09,Andalucía,0,0,67,3175
2020-07-09,Aragón,0,0,93,1276
2020-07-09,Asturias,0,0,1,1381
2020-07-09,Baleares,0,0,8,968
2020-07-09,Canarias,0,0,5,943
2020-07-09,Cantabria,0,0,2,571
2020-07-09,Castilla y Castilla y León,0,0,6,325
2020-07-09,Castilla y León,0,0,18,1254
2020-07-09,Castilla-La Mancha,0,0,24,1237
2020-07-09,Cataluña,0,0,523,6766
2020-07-09,Ceuta,0,0,0,22
2020-07-09,Comunitat Valenciana,0,0,34,3014
2020-07-09,DESLOCALIZADOS,0,0,74,1095
2020-07-09,Extremadura,0,0,29,791
2020-07-09,Galicia,0,0,38,2844
2020-07-09,La Rioja,0,0,2,309
2020-07-09,Madrid,0,0,91,5467
2020-07-09,Melilla,0,0,0,26
2020-07-09,Murcia,0,0,12,938
2020-07-09,Navarra,0,0,30,596
2020-07-09,País Vasco,0,0,33,3231
2020-07-10,Andalucía,0,0,63,3368
2020-07-10,Aragón,0,0,132,1658
2020-07-10,Asturias,0,0,1,989
2020-07-10,Baleares,0,0,11,1119
2020-07-10,Canarias,0,0,24,1094
2020-07-10,Cantabria,0,0,1,678
2020-07-10,Castilla y Castilla y León,0,0,4,422
2020-07-10,Castilla y León,0,0,18,1719
2020-07-10,Castilla-La Mancha,0,0,20,1402
2020-07-10,Cataluña,0,0,750,8742
2020-07-10,Ceuta,0,0,0,21
2020-07-10,Comunitat Valenciana,0,0,27,3244
2020-07-10,DESLOCALIZADOS,0,0,90,1212
2020-07-10,Extremadura,0,0,49,704
2020-07-10,Galicia,0,0,8,2740
2020-07-10,La Rioja,0,0,19,316
2020-07-10,Madrid,0,0,94,5925
2020-07-10,Melilla,0,0,1,43
2020-07-10,Murcia,0,0,10,838
2020-07-10,Navarra,0,0,32,791
2020-07-10,País Vasco,0,0,46,3219
2020-07-11,Andalucía,0,0,36,2687
2020-07-11,Aragón,0,0,48,668
2020-07-11,Asturias,0,0,1,826
2020-07-11,Baleares,0,0,17,997
2020-07-11,Canarias,0,0,1,817
2020-07-11,Cantabria,0,0,3,285
2020-07-11,Castilla y Castilla y León,0,0,2,278
2020-07-11,Castilla y León,0,0,167,1334
2020-07-11,Castilla-La Mancha,0,0,21,968
2020-07-11,Cataluña,0,0,240,3327
2020-07-11,Ceuta,0,0,0,6
2020-07-11,Comunitat Valenciana,0,0,32,2331
2020-07-11,DESLOCALIZADOS,0,0,40,708
2020-07-11,Extremadura,0,0,17,530
2020-07-11,Galicia,0,0,7,2881
2020-07-11,La Rioja,0,0,5,250
2020-07-11,Madrid,0,0,56,3721
2020-07-11,Melilla,0,0,0,21
2020-07-11,Murcia,0,0,19,849
2020-07-11,Navarra,0,0,38,869
2020-07-11,País Vasco,0,0,28,2943
2020-07-12,Andalucía,0,0,17,1576
2020-07-12,Aragón,0,0,30,347
2020-07-12,Asturias,0,0,0,669
2020-07-12,Baleares,0,0,5,603
2020-07-12,Canarias,0,0,1,518
2020-07-12,Cantabria,0,0,1,207
2020-07-12,Castilla y Castilla y León,0,0,1,139
2020-07-12,Castilla y León,0,0,12,574
2020-07-12,Castilla-La Mancha,0,0,5,469
2020-07-12,Cataluña,0,0,204,2600
2020-07-12,Ceuta,0,0,0,6
2020-07-12,Comunitat Valenciana,0,0,7,1089
2020-07-12,DESLOCALIZADOS,0,0,34,594
2020-07-12,Extremadura,0,0,18,463
2020-07-12,Galicia,0,0,7,1847
2020-07-12,La Rioja,0,0,4,258
2020-07-12,Madrid,0,0,34,1634
2020-07-12,Melilla,0,0,0,25
2020-07-12,Murcia,0,0,11,700
2020-07-12,Navarra,0,0,10,391
2020-07-12,País Vasco,0,0,23,1509
2020-07-13,Andalucía,0,0,42,2761
2020-07-13,Aragón,0,0,125,1431
2020-07-13,Asturias,0,0,5,1024
2020-07-13,Baleares,0,0,10,1185
2020-07-13,Canarias,0,0,38,1028
2020-07-13,Cantabria,0,0,2,640
2020-07-13,Castilla y Castilla y León,0,0,1,418
2020-07-13,Castilla y León,0,0,15,1570
2020-07-13,Castilla-La Mancha,0,0,21,1401
2020-07-13,Cataluña,0,0,546,6765
2020-07-13,Ceuta,0,0,0,41
2020-07-13,Comunitat Valenciana,0,0,37,2811
2020-07-13,DESLOCALIZADOS,0,0,72,919
2020-07-13,Extremadura,0,0,9,836
2020-07-13,Galicia,0,0,4,2589
2020-07-13,La Rioja,0,0,2,414
2020-07-13,Madrid,0,0,65,4203
2020-07-13,Melilla,0,0,1,21
2020-07-13,Murcia,0,0,3,726
2020-07-13,Navarra,0,0,21,794
2020-07-13,País Vasco,0,0,26,2242
2020-07-14,Andalucía,0,0,103,3741
2020-07-14,Aragón,0,0,256,1912
2020-07-14,Asturias,0,0,0,1167
2020-07-14,Baleares,0,0,15,1347
2020-07-14,Canarias,0,0,10,1151
2020-07-14,Cantabria,0,0,6,661
2020-07-14,Castilla y Castilla y León,0,0,0,416
2020-07-14,Castilla y León,0,0,27,1661
2020-07-14,Castilla-La Mancha,0,0,41,1502
2020-07-14,Cataluña,0,0,740,8772
2020-07-14,Ceuta,0,0,0,36
2020-07-14,Comunitat Valenciana,0,0,39,3460
2020-07-14,DESLOCALIZADOS,0,0,118,1437
2020-07-14,Extremadura,0,0,10,919
2020-07-14,Galicia,0,0,9,2738
2020-07-14,La Rioja,0,0,8,492
2020-07-14,Madrid,0,0,92,6109
2020-07-14,Melilla,0,0,1,30
2020-07-14,Murcia,0,0,12,1131
2020-07-14,Navarra,0,0,17,826
2020-07-14,País Vasco,0,0,53,3528
2020-07-15,Andalucía,0,0,60,3646
2020-07-15,Aragón,0,0,326,2093
2020-07-15,Asturias,0,0,0,1204
2020-07-15,Baleares,0,0,18,1147
2020-07-15,Canarias,0,0,13,1092
2020-07-15,Cantabria,0,0,2,774
2020-07-15,Castilla y Castilla y León,0,0,1,383
2020-07-15,Castilla y León,0,0,23,1627
2020-07-15,Castilla-La Mancha,0,0,18,1556
2020-07-15,Cataluña,0,0,856,9428
2020-07-15,Ceuta,0,0,0,34
2020-07-15,Comunitat Valenciana,0,0,72,4367
2020-07-15,DESLOCALIZADOS,0,0,122,1465
2020-07-15,Extremadura,0,0,14,783
2020-07-15,Galicia,0,0,17,2657
2020-07-15,La Rioja,0,0,4,408
2020-07-15,Madrid,0,0,122,6057
2020-07-15,Melilla,0,0,0,39
2020-07-15,Murcia,0,0,5,1077
2020-07-15,Navarra,0,0,56,1299
2020-07-15,País Vasco,0,0,61,4163
2020-07-16,Andalucía,0,0,77,3124
2020-07-16,Aragón,0,0,281,2074
2020-07-16,Asturias,0,0,0,1217
2020-07-16,Baleares,0,0,13,980
2020-07-16,Canarias,0,0,4,895
2020-07-16,Cantabria,0,0,3,651
2020-07-16,Castilla y Castilla y León,0,0,6,278
2020-07-16,Castilla y León,0,0,30,1244
2020-07-16,Castilla-La Mancha,0,0,34,1423
2020-07-16,Cataluña,0,0,894,9690
2020-07-16,Ceuta,0,0,0,32
2020-07-16,Comunitat Valenciana,0,0,81,3171
2020-07-16,DESLOCALIZADOS,0,0,157,1969
2020-07-16,Extremadura,0,0,24,722
2020-07-16,Galicia,0,0,21,2464
2020-07-16,La Rioja,0,0,2,633
2020-07-16,Madrid,0,0,126,5193
2020-07-16,Melilla,0,0,0,40
2020-07-16,Murcia,0,0,25,927
2020-07-16,Navarra,0,0,62,1291
2020-07-16,País Vasco,0,0,70,4919
2020-07-17,Andalucía,0,0,98,3673
2020-07-17,Aragón,0,0,425,2652
2020-07-17,Asturias,0,0,2,1072
2020-07-17,Baleares,0,0,18,1270
2020-07-17,Canarias,0,0,6,1113
2020-07-17,Cantabria,0,0,11,641
2020-07-17,Castilla y Castilla y León,0,0,2,245
2020-07-17,Castilla y León,0,0,18,1476
2020-07-17,Castilla-La Mancha,0,0,31,1530
2020-07-17,Cataluña,0,0,1079,11645
2020-07-17,Ceuta,0,0,0,15
2020-07-17,Comunitat Valenciana,0,0,87,3461
2020-07-17,DESLOCALIZADOS,0,0,154,1614
2020-07-17,Extremadura,0,0,16,883
2020-07-17,Galicia,0,0,55,1950
2020-07-17,La Rioja,0,0,10,456
2020-07-17,Madrid,0,0,175,6020
2020-07-17,Melilla,0,0,0,45
2020-07-17,Murcia,0,0,32,894
2020-07-17,Navarra,0,0,57,1393
2020-07-17,País Vasco,0,0,124,4710
2020-07-18,Andalucía,0,0,75,3492
2020-07-18,Aragón,0,0,268,1692
2020-07-18,Asturias,0,0,2,711
2020-07-18,Baleares,0,0,5,981
2020-07-18,Canarias,0,0,17,997
2020-07-18,Cantabria,0,0,13,399
2020-07-18,Castilla y Castilla y León,0,0,9,332
2020-07-18,Castilla y León,0,0,8,700
2020-07-18,Castilla-La Mancha,0,0,11,754
2020-07-18,Cataluña,0,0,605,5915
2020-07-18,Ceuta,0,0,0,7
2020-07-18,Comunitat Valenciana,0,0,115,2765
2020-07-18,DESLOCALIZADOS,0,0,113,1143
2020-07-18,Extremadura,0,0,7,430
2020-07-18,Galicia,0,0,5,1429
2020-07-18,La Rioja,0,0,4,298
2020-07-18,Madrid,0,0,136,3621
2020-07-18,Melilla,0,0,0,17
2020-07-18,Murcia,0,0,22,1035
2020-07-18,Navarra,0,0,72,1179
2020-07-18,País Vasco,0,0,193,5519
2020-07-19,Andalucía,0,0,97,1994
2020-07-19,Aragón,0,0,98,965
2020-07-19,Asturias,0,0,0,734
2020-07-19,Baleares,0,0,5,735
2020-07-19,Canarias,0,0,4,467
2020-07-19,Cantabria,0,0,1,244
2020-07-19,Castilla y Castilla y León,0,0,0,167
2020-07-19,Castilla y León,0,0,12,633
2020-07-19,Castilla-La Mancha,0,0,3,375
2020-07-19,Cataluña,0,0,382,3580
2020-07-19,Ceuta,0,0,0,12
2020-07-19,Comunitat Valenciana,0,0,84,2131
2020-07-19,DESLOCALIZADOS,0,0,107,858
2020-07-19,Extremadura,0,0,23,385
2020-07-19,Galicia,0,0,6,894
2020-07-19,La Rioja,0,0,0,207
2020-07-19,Madrid,0,0,53,1767
2020-07-19,Melilla,0,0,0,20
2020-07-19,Murcia,0,0,22,567
2020-07-19,Navarra,0,0,32,821
2020-07-19,País Vasco,0,0,114,3324
2020-07-20,Andalucía,0,0,189,3859
2020-07-20,Aragón,0,0,334,2465
2020-07-20,Asturias,0,0,4,1081
2020-07-20,Baleares,0,0,13,1148
2020-07-20,Canarias,0,0,36,1158
2020-07-20,Cantabria,0,0,6,782
2020-07-20,Castilla y Castilla y León,0,0,15,447
2020-07-20,Castilla y León,0,0,31,1493
2020-07-20,Castilla-La Mancha,0,0,12,1174
2020-07-20,Cataluña,0,0,863,9339
2020-07-20,Ceuta,0,0,0,37
2020-07-20,Comunitat Valenciana,0,0,68,3570
2020-07-20,DESLOCALIZADOS,0,0,181,1370
2020-07-20,Extremadura,0,0,20,873
2020-07-20,Galicia,0,0,7,1230
2020-07-20,La Rioja,0,0,10,485
2020-07-20,Madrid,0,0,92,4159
2020-07-20,Melilla,0,0,0,43
2020-07-20,Murcia,0,0,15,899
2020-07-20,Navarra,0,0,85,1222
2020-07-20,País Vasco,0,0,87,3500
2020-07-21,Andalucía,0,0,71,3886
2020-07-21,Aragón,0,0,460,2969
2020-07-21,Asturias,0,0,4,1261
2020-07-21,Baleares,0,0,14,1314
2020-07-21,Canarias,0,0,10,1336
2020-07-21,Cantabria,0,0,6,776
2020-07-21,Castilla y Castilla y León,0,0,3,340
2020-07-21,Castilla y León,0,0,19,1603
2020-07-21,Castilla-La Mancha,0,0,43,1636
2020-07-21,Cataluña,0,0,1208,12860
2020-07-21,Ceuta,0,0,0,37
2020-07-21,Comunitat Valenciana,0,0,132,4622
2020-07-21,DESLOCALIZADOS,0,0,199,1815
2020-07-21,Extremadura,0,0,25,929
2020-07-21,Galicia,0,0,24,1717
2020-07-21,La Rioja,0,0,28,514
2020-07-21,Madrid,0,0,144,6431
2020-07-21,Melilla,0,0,0,28
2020-07-21,Murcia,0,0,34,1394
2020-07-21,Navarra,0,0,138,1477
2020-07-21,País Vasco,0,0,122,4614
2020-07-22,Andalucía,0,0,75,3805
2020-07-22,Aragón,0,0,475,2889
2020-07-22,Asturias,0,0,6,1589
2020-07-22,Baleares,0,0,14,1615
2020-07-22,Canarias,0,0,9,1160
2020-07-22,Cantabria,0,0,12,848
2020-07-22,Castilla y Castilla y León,0,0,3,500
2020-07-22,Castilla y León,0,0,24,1530
2020-07-22,Castilla-La Mancha,0,0,31,1361
2020-07-22,Cataluña,0,0,1192,12827
2020-07-22,Ceuta,0,0,0,20
2020-07-22,Comunitat Valenciana,0,0,157,4718
2020-07-22,DESLOCALIZADOS,0,0,191,1902
2020-07-22,Extremadura,0,0,12,786
2020-07-22,Galicia,0,0,14,1738
2020-07-22,La Rioja,0,0,13,583
2020-07-22,Madrid,0,0,239,6543
2020-07-22,Melilla,0,0,0,23
2020-07-22,Murcia,0,0,73,1313
2020-07-22,Navarra,0,0,71,1687
2020-07-22,País Vasco,0,0,140,4909
2020-07-23,Andalucía,0,0,131,3527
2020-07-23,Aragón,0,0,507,3148
2020-07-23,Asturias,0,0,3,1288
2020-07-23,Baleares,0,0,18,1209
2020-07-23,Canarias,0,0,12,1282
2020-07-23,Cantabria,0,0,7,662
2020-07-23,Castilla y Castilla y León,0,0,8,465
2020-07-23,Castilla y León,0,0,35,1627
2020-07-23,Castilla-La Mancha,0,0,30,1309
2020-07-23,Cataluña,0,0,1095,13268
2020-07-23,Ceuta,0,0,0,22
2020-07-23,Comunitat Valenciana,0,0,173,5102
2020-07-23,DESLOCALIZADOS,0,0,194,1916
2020-07-23,Extremadura,0,0,16,723
2020-07-23,Galicia,0,0,25,1395
2020-07-23,La Rioja,0,0,8,595
2020-07-23,Madrid,0,0,266,6037
2020-07-23,Melilla,0,0,0,51
2020-07-23,Murcia,0,0,56,1485
2020-07-23,Navarra,0,0,108,1913
2020-07-23,País Vasco,0,0,145,4133
2020-07-24,Andalucía,0,0,128,4104
2020-07-24,Aragón,0,0,420,2974
2020-07-24,Asturias,0,0,1,1217
2020-07-24,Baleares,0,0,37,1530
2020-07-24,Canarias,0,0,14,1252
2020-07-24,Cantabria,0,0,12,599
2020-07-24,Castilla y Castilla y León,0,0,6,235
2020-07-24,Castilla y León,0,0,41,1549
2020-07-24,Castilla-La Mancha,0,0,44,1577
2020-07-24,Cataluña,0,0,1246,14943
2020-07-24,Ceuta,0,0,0,43
2020-07-24,Comunitat Valenciana,0,0,212,5800
2020-07-24,DESLOCALIZADOS,0,0,186,1949
2020-07-24,Extremadura,0,0,9,629
2020-07-24,Galicia,0,0,30,1283
2020-07-24,La Rioja,0,0,17,594
2020-07-24,Madrid,0,0,319,6536
2020-07-24,Melilla,0,0,0,56
2020-07-24,Murcia,0,0,52,1514
2020-07-24,Navarra,0,0,73,1852
2020-07-24,País Vasco,0,0,131,4036
2020-07-25,Andalucía,0,0,87,2875
2020-07-25,Aragón,0,0,367,2154
2020-07-25,Asturias,0,0,5,1121
2020-07-25,Baleares,0,0,26,1320
2020-07-25,Canarias,0,0,21,1034
2020-07-25,Cantabria,0,0,9,436
2020-07-25,Castilla y Castilla y León,0,0,5,449
2020-07-25,Castilla y León,0,0,7,732
2020-07-25,Castilla-La Mancha,0,0,16,865
2020-07-25,Cataluña,0,0,484,6697
2020-07-25,Ceuta,0,0,0,12
